AGRDE_FLAG_NM,COAW_FLAG_NM,SPORTS_STEP_NM,RECOMEND_MVM_NM
60대,2,마무리운동,가슴/어깨 스트레칭
60대,3,본운동,실내 자전거타기
60대,3,본운동,달리기
60대,3,본운동,밴드 머리 뒤로 들어올리기
60대,3,본운동,좌우로 선넘기
60대,3,본운동,좌우 찍기
60대,3,준비운동,대퇴사두근 스트레칭
60대,3,준비운동,내전근 스트레칭
60대,3,준비운동,넙다리 앞쪽 스트레칭
60대,3,준비운동,몸통 비틀기
60대,3,준비운동,등/어깨 뒤쪽 스트레칭
60대,3,마무리운동,마주 앉아 대퇴이두근 스트레칭2
60대,3,마무리운동,어깨 스트레칭
60대,3,마무리운동,마주 앉아 대퇴이두근 스트레칭
60대,3,마무리운동,골반 스트레칭2
60대,3,마무리운동,몸통 비틀기
60대,4,본운동,실내 자전거타기
60대,4,본운동,달리기
60대,4,본운동,계단 올라갔다 내려오기
60대,4,본운동,의자에 앉아 다리 뻗어 올리기
60대,4,본운동,머리 위로 공 넘기기
60대,4,준비운동,대퇴사두근 스트레칭
60대,4,준비운동,발가락 폄근 스트레칭
60대,4,준비운동,내전근 스트레칭
60대,4,준비운동,몸통 비틀기
60대,4,준비운동,가슴/어깨 스트레칭
60대,4,마무리운동,앉아서 덤벨로 손목 굽히기
60대,4,마무리운동,엎드려 양팔 및 다리 들어올리기
60대,4,마무리운동,몸통 들어올리기
60대,4,마무리운동,골반 스트레칭2
60대,4,마무리운동,등 스트레칭
60대,1,본운동,달리기
60대,1,본운동,실내 자전거타기
60대,1,본운동,서서 팔꿈치 펴기
60대,1,본운동,앉아서 다리 밀기
60대,1,본운동,엎드려서 다리 굽히기
60대,1,준비운동,목 스트레칭
60대,1,준비운동,발가락 폄근 스트레칭
60대,1,준비운동,엉덩이 스트레칭
60대,1,준비운동,몸통 비틀기
60대,1,준비운동,양팔 벌려 전신 비틀기
60대,1,마무리운동,짐볼 앞으로 밀기
60대,1,마무리운동,마주 앉아 대퇴이두근 스트레칭
60대,1,마무리운동,짐볼 양팔로 밀기
60대,1,마무리운동,어깨 올리기
60대,1,마무리운동,스텝박스
60대,2,본운동,달리기
60대,2,본운동,실내 자전거타기
60대,2,본운동,서서 팔꿈치 펴기
60대,2,본운동,앉아서 다리 밀기
60대,2,본운동,밴드 머리 뒤로 들어올리기
60대,2,준비운동,발가락 폄근 스트레칭
60대,2,준비운동,대퇴사두근 스트레칭
60대,2,준비운동,양팔 벌려 전신 비틀기
60대,2,준비운동,목 스트레칭
60대,2,준비운동,내전근 스트레칭
60대,2,마무리운동,앉아서 덤벨로 손목 굽히기
60대,2,마무리운동,엎드려 양팔 및 다리 들어올리기
60대,2,마무리운동,마주 앉아 대퇴이두근 스트레칭
60대,2,마무리운동,짐볼 앞으로 밀기
60대,2,마무리운동,옆으로 누워 가슴 열기
60대,3,본운동,달리기
60대,3,본운동,실내 자전거타기
60대,3,본운동,계단 올라갔다 내려오기
60대,3,본운동,밴드 머리 뒤로 들어올리기
60대,3,본운동,서서 팔꿈치 펴기
60대,3,준비운동,대퇴사두근 스트레칭
60대,3,준비운동,발가락 폄근 스트레칭
60대,3,준비운동,내전근 스트레칭
60대,3,준비운동,목 스트레칭
60대,3,준비운동,몸통 비틀기
60대,3,마무리운동,앉아서 덤벨로 손목 굽히기
60대,3,마무리운동,엎드려 양팔 및 다리 들어올리기
60대,3,마무리운동,몸통 들어올리기
60대,3,마무리운동,골반 스트레칭2
60대,3,마무리운동,옆으로 누워 가슴 열기
60대,4,본운동,실내 자전거타기
60대,4,본운동,의자에 앉아 다리 뻗어 올리기
60대,4,본운동,서서 뒤꿈치 들기
60대,4,본운동,의자 앞에서 앉았다 일어서기
60대,4,본운동,팔꿈치 고정 후 벌리기
60대,4,준비운동,대퇴사두근 스트레칭
60대,4,준비운동,전신 루틴 스트레칭
60대,4,준비운동,골반 스트레칭2
60대,4,준비운동,목 돌림 스트레칭
60대,4,준비운동,내전근 스트레칭
60대,4,마무리운동,어깨 스트레칭
60대,4,마무리운동,두발모아 걷기
60대,4,마무리운동,줄 따라 걷기
60대,4,마무리운동,몸통 비틀기
60대,4,마무리운동,풍선차기
60대,1,본운동,좌우로 선넘기
60대,1,본운동,서서 팔꿈치 펴기
60대,1,본운동,줄 따라 걷기
60대,1,본운동,앉아서 어깨 위로 밀기
60대,1,본운동,옆으로 걷기
60대,1,준비운동,엉덩이 스트레칭
60대,1,준비운동,팔꿈치 맞닿아 원그리기
60대,1,준비운동,발가락 폄근 스트레칭
60대,1,준비운동,의자 잡고 후방으로 한발 뻗어 들기
60대,1,준비운동,전신 루틴 스트레칭
60대,1,마무리운동,마주 앉아 대퇴이두근 스트레칭
60대,1,마무리운동,스텝박스
60대,1,마무리운동,옆으로 걷기
60대,1,마무리운동,짐볼 앞으로 밀기
60대,1,마무리운동,짐볼 양팔로 밀기
60대,2,본운동,의자 앞에서 앉았다 일어서기
60대,2,본운동,좌우로 선넘기
60대,2,본운동,풍선 튕기기
60대,2,본운동,앉아서 어깨 위로 밀기
60대,2,본운동,줄 따라 걷기
60대,2,준비운동,대퇴사두근 스트레칭
60대,2,준비운동,전신 루틴 스트레칭
60대,2,준비운동,의자 잡고 후방으로 한발 뻗어 들기
60대,2,준비운동,발가락 폄근 스트레칭
60대,2,준비운동,등/어깨 뒤쪽 스트레칭
60대,2,마무리운동,골반 스트레칭2
60대,2,마무리운동,어깨 스트레칭
60대,2,마무리운동,몸 앞으로 굽히기
60대,2,마무리운동,옆으로 걷기
60대,2,마무리운동,몸통 비틀기
60대,3,본운동,좌우로 선넘기
60대,3,본운동,앞뒤로 선넘기
60대,3,본운동,서서 뒤꿈치 들기
60대,3,본운동,어깨 스트레칭
60대,3,본운동,앉아서 다리 펴기
60대,3,준비운동,대퇴사두근 스트레칭
60대,3,준비운동,전신 루틴 스트레칭
60대,3,준비운동,내전근 스트레칭
60대,3,준비운동,발가락 폄근 스트레칭
60대,3,준비운동,등/어깨 뒤쪽 스트레칭
60대,3,마무리운동,골반 스트레칭2
60대,3,마무리운동,어깨 스트레칭
60대,3,마무리운동,몸통 비틀기
60대,3,마무리운동,몸통 비틀기
60대,3,마무리운동,옆으로 걷기
60대,4,본운동,팔꿈치 고정 후 벌리기
60대,4,본운동,조깅
60대,4,본운동,의자에 앉아 물병 들고 몸통 돌리기
60대,4,본운동,옆으로 굽히기
60대,4,본운동,맨몸운동  루틴프로그램
60대,4,준비운동,대퇴사두근 스트레칭
60대,4,준비운동,동적 스트레칭 루틴프로그램
60대,4,준비운동,발가락 폄근 스트레칭
60대,4,준비운동,몸통 비틀기
60대,4,준비운동,목 돌림 스트레칭
60대,4,마무리운동,앉아서 덤벨로 손목 굽히기
60대,4,마무리운동,엎드려 양팔 및 다리 들어올리기
60대,4,마무리운동,의자에 앉아 몸통비틀기
60대,4,마무리운동,몸통 들어올리기
60대,4,마무리운동,뒤로 팔 뻗기
60대,1,본운동,맨몸운동  루틴프로그램
60대,1,본운동,앉아서 다리 펴기
60대,1,본운동,엎드려서 다리 굽히기
60대,1,본운동,골다공증을 위한 스트레칭
60대,1,본운동,메디신 볼 잡고 런지하며 상체비틀기
60대,1,준비운동,발가락 폄근 스트레칭
60대,1,준비운동,등 대고 대퇴이두근 스트레칭
60대,1,준비운동,엉덩이 스트레칭
60대,1,준비운동,대퇴사두근 스트레칭
60대,1,준비운동,고관절 스트레칭
60대,1,마무리운동,짐볼 앞으로 밀기
60대,1,마무리운동,짐볼 양팔로 밀기
60대,1,마무리운동,스텝박스
60대,1,마무리운동,앉아서 덤벨로 손목 굽히기
60대,1,마무리운동,어깨 올리기
60대,2,본운동,맨몸운동  루틴프로그램
60대,2,본운동,마주 앉아 대퇴이두근 스트레칭
60대,2,본운동,앉아서 어깨 위로 밀기
60대,2,본운동,의자 앞에서 앉았다 일어서기
60대,2,본운동,팔꿈치 고정 후 벌리기
60대,2,준비운동,대퇴사두근 스트레칭
60대,2,준비운동,발가락 폄근 스트레칭
60대,2,준비운동,등 대고 대퇴이두근 스트레칭
60대,2,준비운동,엉덩이 스트레칭
60대,2,준비운동,고관절 스트레칭
60대,2,마무리운동,앉아서 덤벨로 손목 굽히기
60대,2,마무리운동,엎드려 양팔 및 다리 들어올리기
60대,2,마무리운동,골반 스트레칭2
60대,2,마무리운동,몸통 들어올리기
60대,2,마무리운동,발바닥 치기
60대,3,본운동,맨몸운동  루틴프로그램
60대,3,본운동,몸통 옆으로 굽히기
60대,3,본운동,팔꿈치 고정 후 벌리기
60대,3,본운동,한 발 끌어당기기
60대,3,본운동,조깅
60대,3,준비운동,대퇴사두근 스트레칭
60대,3,준비운동,발가락 폄근 스트레칭
60대,3,준비운동,등 대고 대퇴이두근 스트레칭
60대,3,준비운동,목 돌림 스트레칭
60대,3,준비운동,내전근 스트레칭
60대,3,마무리운동,앉아서 덤벨로 손목 굽히기
60대,3,마무리운동,엎드려 양팔 및 다리 들어올리기
60대,3,마무리운동,몸통 들어올리기
60대,3,마무리운동,골반 스트레칭2
60대,3,마무리운동,짐볼 들고 양옆으로 돌리기
70대 이상,4,본운동,몸통 들어올리기
70대 이상,4,본운동,벽에서 팔굽혀 펴기
70대 이상,4,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,4,본운동,고정식 자전거 타기
70대 이상,4,본운동,고정식 트레드밀에서 걷기
70대 이상,4,준비운동,엉덩이 스트레칭
70대 이상,4,준비운동,깍지 끼고 상체 숙이기
70대 이상,4,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,4,준비운동,넙다리 안쪽 스트레칭
70대 이상,4,준비운동,배 스트레칭
70대 이상,4,마무리운동,누워서 전신 뻗기
70대 이상,4,마무리운동,넙다리 안쪽 스트레칭
70대 이상,4,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,4,마무리운동,엉덩이 스트레칭
70대 이상,4,마무리운동,옆구리 스트레칭
70대 이상,1,본운동,몸통 들어올리기
70대 이상,1,본운동,벽에서 팔굽혀 펴기
70대 이상,1,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,1,본운동,물통으로 양팔 들어올리기
70대 이상,1,본운동,고정식 자전거 타기
70대 이상,1,준비운동,엉덩이 스트레칭
70대 이상,1,준비운동,깍지 끼고 상체 숙이기
70대 이상,1,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,1,준비운동,넙다리 안쪽 스트레칭
70대 이상,1,준비운동,양팔 벌려 전신 비틀기
70대 이상,1,마무리운동,누워서 전신 뻗기
70대 이상,1,마무리운동,넙다리 안쪽 스트레칭
70대 이상,1,마무리운동,엉덩이 스트레칭
70대 이상,1,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,1,마무리운동,옆구리 스트레칭
70대 이상,2,본운동,몸통 들어올리기
70대 이상,2,본운동,벽에서 팔굽혀 펴기
70대 이상,2,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,2,본운동,덤벨 잡고 뒤꿈치 들기
70대 이상,2,본운동,물통으로 양팔 들어올리기
70대 이상,2,준비운동,엉덩이 스트레칭
70대 이상,2,준비운동,깍지 끼고 상체 숙이기
70대 이상,2,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,2,준비운동,넙다리 안쪽 스트레칭
70대 이상,2,준비운동,배 스트레칭
70대 이상,2,마무리운동,누워서 전신 뻗기
70대 이상,2,마무리운동,엉덩이 스트레칭
70대 이상,2,마무리운동,넙다리 안쪽 스트레칭
70대 이상,2,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,2,마무리운동,옆구리 스트레칭
70대 이상,3,본운동,몸통 들어올리기
70대 이상,3,본운동,벽에서 팔굽혀 펴기
70대 이상,3,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,3,본운동,물통으로 양팔 들어올리기
70대 이상,3,본운동,고정식 자전거 타기
70대 이상,3,준비운동,엉덩이 스트레칭
70대 이상,3,준비운동,깍지 끼고 상체 숙이기
70대 이상,3,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,3,준비운동,넙다리 안쪽 스트레칭
70대 이상,3,준비운동,배 스트레칭
70대 이상,3,마무리운동,누워서 전신 뻗기
70대 이상,3,마무리운동,넙다리 안쪽 스트레칭
70대 이상,3,마무리운동,엉덩이 스트레칭
70대 이상,3,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,3,마무리운동,옆구리 스트레칭
70대 이상,4,본운동,몸통 들어올리기
70대 이상,4,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,4,본운동,물통으로 양팔 들어올리기
70대 이상,4,본운동,고정식 트레드밀에서 걷기
70대 이상,4,본운동,고정식 자전거 타기
70대 이상,4,준비운동,엉덩이 스트레칭
70대 이상,4,준비운동,깍지 끼고 상체 숙이기
70대 이상,4,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,4,준비운동,넙다리 안쪽 스트레칭
70대 이상,4,준비운동,넙다리 앞쪽 스트레칭
70대 이상,4,마무리운동,누워서 전신 뻗기
70대 이상,4,마무리운동,넙다리 안쪽 스트레칭
70대 이상,4,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,4,마무리운동,옆구리 스트레칭
70대 이상,4,마무리운동,엉덩이 스트레칭
70대 이상,1,본운동,몸통 들어올리기
70대 이상,1,본운동,벽에서 팔굽혀 펴기
70대 이상,1,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,1,본운동,물통으로 양팔 들어올리기
70대 이상,1,본운동,고정식 트레드밀에서 걷기
70대 이상,1,준비운동,엉덩이 스트레칭
70대 이상,1,준비운동,깍지 끼고 상체 숙이기
70대 이상,1,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,1,준비운동,넙다리 안쪽 스트레칭
70대 이상,1,준비운동,양팔 벌려 전신 비틀기
70대 이상,1,마무리운동,누워서 전신 뻗기
70대 이상,1,마무리운동,넙다리 안쪽 스트레칭
70대 이상,1,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,1,마무리운동,엉덩이 스트레칭
70대 이상,1,마무리운동,옆구리 스트레칭
70대 이상,2,본운동,몸통 들어올리기
70대 이상,2,본운동,벽에서 팔굽혀 펴기
70대 이상,2,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,2,본운동,덤벨 잡고 뒤꿈치 들기
70대 이상,2,본운동,물통으로 양팔 들어올리기
70대 이상,2,준비운동,엉덩이 스트레칭
70대 이상,2,준비운동,깍지 끼고 상체 숙이기
70대 이상,2,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,2,준비운동,넙다리 안쪽 스트레칭
70대 이상,2,준비운동,양팔 벌려 전신 비틀기
70대 이상,2,마무리운동,누워서 전신 뻗기
70대 이상,2,마무리운동,넙다리 안쪽 스트레칭
70대 이상,2,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,2,마무리운동,엉덩이 스트레칭
70대 이상,2,마무리운동,옆구리 스트레칭
70대 이상,3,본운동,몸통 들어올리기
70대 이상,3,본운동,벽에서 팔굽혀 펴기
70대 이상,3,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,3,본운동,물통으로 양팔 들어올리기
70대 이상,3,본운동,덤벨 잡고 뒤꿈치 들기
70대 이상,3,준비운동,엉덩이 스트레칭
70대 이상,3,준비운동,깍지 끼고 상체 숙이기
70대 이상,3,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,3,준비운동,넙다리 안쪽 스트레칭
70대 이상,3,준비운동,넙다리 앞쪽 스트레칭
70대 이상,3,마무리운동,누워서 전신 뻗기
70대 이상,3,마무리운동,넙다리 안쪽 스트레칭
70대 이상,3,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,3,마무리운동,엉덩이 스트레칭
70대 이상,3,마무리운동,옆구리 스트레칭
70대 이상,4,본운동,몸통 들어올리기
70대 이상,4,본운동,벽에서 팔굽혀 펴기
70대 이상,4,본운동,고정식 자전거 타기
70대 이상,4,본운동,고정식 트레드밀에서 걷기
70대 이상,4,본운동,한발 들기
70대 이상,4,준비운동,엉덩이 스트레칭
70대 이상,4,준비운동,깍지 끼고 상체 숙이기
70대 이상,4,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,4,준비운동,넙다리 안쪽 스트레칭
70대 이상,4,준비운동,배 스트레칭
70대 이상,4,마무리운동,누워서 전신 뻗기
70대 이상,4,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,4,마무리운동,넙다리 안쪽 스트레칭
70대 이상,4,마무리운동,엉덩이 스트레칭
70대 이상,4,마무리운동,가슴/어깨 스트레칭
70대 이상,1,본운동,몸통 들어올리기
70대 이상,1,본운동,벽에서 팔굽혀 펴기
70대 이상,1,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,1,본운동,고정식 자전거 타기
70대 이상,1,본운동,물통으로 양팔 들어올리기
70대 이상,1,준비운동,엉덩이 스트레칭
70대 이상,1,준비운동,깍지 끼고 상체 숙이기
70대 이상,1,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,1,준비운동,넙다리 안쪽 스트레칭
70대 이상,1,준비운동,배 스트레칭
70대 이상,1,마무리운동,누워서 전신 뻗기
70대 이상,1,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,1,마무리운동,넙다리 안쪽 스트레칭
70대 이상,1,마무리운동,엉덩이 스트레칭
70대 이상,1,마무리운동,가슴 스트레칭
70대 이상,2,본운동,벽에서 팔굽혀 펴기
70대 이상,2,본운동,몸통 들어올리기
70대 이상,2,본운동,고정식 자전거 타기
70대 이상,2,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,2,본운동,덤벨 잡고 뒤꿈치 들기
70대 이상,2,준비운동,엉덩이 스트레칭
70대 이상,2,준비운동,깍지 끼고 상체 숙이기
70대 이상,2,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,2,준비운동,넙다리 안쪽 스트레칭
70대 이상,2,준비운동,배 스트레칭
70대 이상,2,마무리운동,누워서 전신 뻗기
70대 이상,2,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,2,마무리운동,넙다리 안쪽 스트레칭
70대 이상,2,마무리운동,엉덩이 스트레칭
70대 이상,2,마무리운동,가슴 스트레칭
70대 이상,3,본운동,몸통 들어올리기
70대 이상,3,본운동,벽에서 팔굽혀 펴기
70대 이상,3,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,3,본운동,고정식 자전거 타기
70대 이상,3,본운동,고정식 트레드밀에서 걷기
70대 이상,3,준비운동,엉덩이 스트레칭
70대 이상,3,준비운동,깍지 끼고 상체 숙이기
70대 이상,3,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,3,준비운동,넙다리 안쪽 스트레칭
70대 이상,3,준비운동,배 스트레칭
70대 이상,3,마무리운동,누워서 전신 뻗기
70대 이상,3,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,3,마무리운동,넙다리 안쪽 스트레칭
70대 이상,3,마무리운동,엉덩이 스트레칭
70대 이상,3,마무리운동,가슴 스트레칭
70대 이상,4,본운동,몸통 들어올리기
70대 이상,4,본운동,한발 들기
70대 이상,4,본운동,고정식 자전거 타기
70대 이상,4,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,4,본운동,고정식 트레드밀에서 걷기
70대 이상,4,준비운동,엉덩이 스트레칭
70대 이상,4,준비운동,깍지 끼고 상체 숙이기
70대 이상,4,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,4,준비운동,다리 벌려 옆으로 상체 숙이기
70대 이상,4,준비운동,다리 모아 상체 숙이기
70대 이상,4,마무리운동,누워서 전신 뻗기
70대 이상,4,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,4,마무리운동,넙다리 안쪽 스트레칭
70대 이상,4,마무리운동,깍지 끼고 상체 숙이기
70대 이상,4,마무리운동,다리 벌려 앞으로 상체 숙이기
70대 이상,1,본운동,몸통 들어올리기
70대 이상,1,본운동,벽에서 팔굽혀 펴기
70대 이상,1,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,1,본운동,물통으로 양팔 들어올리기
70대 이상,1,본운동,고정식 자전거 타기
70대 이상,1,준비운동,엉덩이 스트레칭
70대 이상,1,준비운동,깍지 끼고 상체 숙이기
70대 이상,1,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,1,준비운동,넙다리 안쪽 스트레칭
70대 이상,1,준비운동,목 스트레칭
70대 이상,1,마무리운동,누워서 전신 뻗기
70대 이상,1,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,1,마무리운동,넙다리 안쪽 스트레칭
70대 이상,1,마무리운동,엉덩이 스트레칭
70대 이상,1,마무리운동,옆구리 스트레칭
70대 이상,2,본운동,몸통 들어올리기
70대 이상,2,본운동,벽에서 팔굽혀 펴기
70대 이상,2,본운동,덤벨 잡고 뒤꿈치 들기
70대 이상,2,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,2,본운동,고정식 자전거 타기
70대 이상,2,준비운동,엉덩이 스트레칭
70대 이상,2,준비운동,깍지 끼고 상체 숙이기
70대 이상,2,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,2,준비운동,넙다리 안쪽 스트레칭
70대 이상,2,준비운동,베개 밟고 대각방향으로 서기
70대 이상,2,마무리운동,누워서 전신 뻗기
70대 이상,2,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,2,마무리운동,넙다리 안쪽 스트레칭
70대 이상,2,마무리운동,엉덩이 스트레칭
70대 이상,2,마무리운동,옆구리 스트레칭
70대 이상,3,본운동,몸통 들어올리기
70대 이상,3,본운동,벽에서 팔굽혀 펴기
70대 이상,3,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,3,본운동,고정식 자전거 타기
70대 이상,3,본운동,덤벨 잡고 뒤꿈치 들기
70대 이상,3,준비운동,엉덩이 스트레칭
70대 이상,3,준비운동,깍지 끼고 상체 숙이기
70대 이상,3,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,3,준비운동,넙다리 안쪽 스트레칭
70대 이상,3,준비운동,베개 밟고 대각방향으로 서기
70대 이상,3,마무리운동,누워서 전신 뻗기
70대 이상,3,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,3,마무리운동,넙다리 안쪽 스트레칭
70대 이상,3,마무리운동,엉덩이 스트레칭
70대 이상,3,마무리운동,옆구리 스트레칭
70대 이상,4,본운동,몸통 들어올리기
70대 이상,4,본운동,벽에서 팔굽혀 펴기
70대 이상,4,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,4,본운동,고정식 트레드밀에서 걷기
70대 이상,4,본운동,물통으로 양팔 들어올리기
70대 이상,4,준비운동,엉덩이 스트레칭
70대 이상,4,준비운동,깍지 끼고 상체 숙이기
70대 이상,4,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,4,준비운동,넙다리 안쪽 스트레칭
70대 이상,4,준비운동,배 스트레칭
70대 이상,4,마무리운동,누워서 전신 뻗기
70대 이상,4,마무리운동,엉덩이 스트레칭
70대 이상,4,마무리운동,넙다리 안쪽 스트레칭
70대 이상,4,마무리운동,옆구리 스트레칭
70대 이상,4,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,1,본운동,몸통 들어올리기
70대 이상,1,본운동,벽에서 팔굽혀 펴기
70대 이상,1,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,1,본운동,물통으로 양팔 들어올리기
70대 이상,1,본운동,고정식 트레드밀에서 걷기
70대 이상,1,준비운동,엉덩이 스트레칭
70대 이상,1,준비운동,깍지 끼고 상체 숙이기
70대 이상,1,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,1,준비운동,넙다리 안쪽 스트레칭
70대 이상,1,준비운동,배 스트레칭
70대 이상,1,마무리운동,누워서 전신 뻗기
70대 이상,1,마무리운동,엉덩이 스트레칭
70대 이상,1,마무리운동,넙다리 안쪽 스트레칭
70대 이상,1,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,1,마무리운동,가슴 스트레칭
70대 이상,2,본운동,벽에서 팔굽혀 펴기
70대 이상,2,본운동,몸통 들어올리기
70대 이상,2,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,2,본운동,물통으로 양팔 들어올리기
70대 이상,2,본운동,고정식 자전거 타기
70대 이상,2,준비운동,엉덩이 스트레칭
70대 이상,2,준비운동,깍지 끼고 상체 숙이기
70대 이상,2,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,2,준비운동,넙다리 안쪽 스트레칭
70대 이상,2,준비운동,배 스트레칭
70대 이상,2,마무리운동,누워서 전신 뻗기
70대 이상,2,마무리운동,엉덩이 스트레칭
70대 이상,2,마무리운동,넙다리 안쪽 스트레칭
70대 이상,2,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,2,마무리운동,가슴 스트레칭
70대 이상,3,본운동,벽에서 팔굽혀 펴기
70대 이상,3,본운동,몸통 들어올리기
70대 이상,3,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,3,본운동,물통으로 양팔 들어올리기
70대 이상,3,본운동,고정식 트레드밀에서 걷기
70대 이상,3,준비운동,엉덩이 스트레칭
70대 이상,3,준비운동,깍지 끼고 상체 숙이기
70대 이상,3,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,3,준비운동,넙다리 안쪽 스트레칭
70대 이상,3,준비운동,배 스트레칭
70대 이상,3,마무리운동,누워서 전신 뻗기
70대 이상,3,마무리운동,엉덩이 스트레칭
70대 이상,3,마무리운동,넙다리 안쪽 스트레칭
70대 이상,3,마무리운동,옆구리 스트레칭
70대 이상,3,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,4,본운동,몸통 들어올리기
70대 이상,4,본운동,벽에서 팔굽혀 펴기
70대 이상,4,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,4,본운동,고정식 트레드밀에서 걷기
70대 이상,4,본운동,물통으로 양팔 들어올리기
70대 이상,4,준비운동,엉덩이 스트레칭
70대 이상,4,준비운동,깍지 끼고 상체 숙이기
70대 이상,4,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,4,준비운동,넙다리 안쪽 스트레칭
70대 이상,4,준비운동,넙다리 앞쪽 스트레칭
70대 이상,4,마무리운동,누워서 전신 뻗기
70대 이상,4,마무리운동,넙다리 안쪽 스트레칭
70대 이상,4,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,4,마무리운동,옆구리 스트레칭
70대 이상,4,마무리운동,엉덩이 스트레칭
70대 이상,1,본운동,몸통 들어올리기
70대 이상,1,본운동,벽에서 팔굽혀 펴기
70대 이상,1,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,1,본운동,물통으로 양팔 들어올리기
70대 이상,1,본운동,고정식 트레드밀에서 걷기
70대 이상,1,준비운동,엉덩이 스트레칭
70대 이상,1,준비운동,깍지 끼고 상체 숙이기
70대 이상,1,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,1,준비운동,넙다리 안쪽 스트레칭
70대 이상,1,준비운동,배 스트레칭
70대 이상,1,마무리운동,누워서 전신 뻗기
70대 이상,1,마무리운동,넙다리 안쪽 스트레칭
70대 이상,1,마무리운동,엉덩이 스트레칭
70대 이상,1,마무리운동,넙다리 앞쪽 스트레칭
70대 이상,1,마무리운동,옆구리 스트레칭
70대 이상,2,본운동,몸통 들어올리기
70대 이상,2,본운동,벽에서 팔굽혀 펴기
70대 이상,2,본운동,엎드려 양팔 및 다리 들어올리기
70대 이상,2,본운동,물통으로 양팔 들어올리기
70대 이상,2,본운동,덤벨 잡고 뒤꿈치 들기
70대 이상,2,준비운동,엉덩이 스트레칭
70대 이상,2,준비운동,깍지 끼고 상체 숙이기
70대 이상,2,준비운동,등/어깨 뒤쪽 스트레칭
70대 이상,2,준비운동,넙다리 안쪽 스트레칭
70대 이상,2,준비운동,배 스트레칭
70대 이상,2,마무리운동,누워서 전신 뻗기
70대 이상,2,마무리운동,넙다리 안쪽 스트레칭
