AGRDE_FLAG_NM,COAW_FLAG_NM,SPORTS_STEP_NM,RECOMEND_MVM_NM
20대,1,준비운동,앉았다 일어서면서 점프하기
20대,1,마무리운동,자가근막이완술 루틴 스트레칭
20대,1,마무리운동,누워서 엉덩이 들어올리기
20대,1,마무리운동,계단 뛰어 오르기
20대,1,마무리운동,달리기
20대,1,마무리운동,팔벌려뛰기
20대,2,본운동,달리기
20대,2,본운동,계단 뛰어 오르기
20대,2,본운동,턱걸이
20대,2,본운동,한발 앞으로 내밀고 앉았다 일어서기
20대,2,본운동,윗몸올리기
20대,2,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,2,준비운동,트레드밀에서 걷기
20대,2,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,2,준비운동,네발기기 자세로 팔 다리 들기
20대,2,준비운동,짐볼에 엎드려서 몸통 젖히기
20대,2,마무리운동,자가근막이완술 루틴 스트레칭
20대,2,마무리운동,뒤꿈치 높이들어 뛰기
20대,2,마무리운동,서서 발목 뒤로 당기기
20대,2,마무리운동,네발기기 자세에서 손바닥으로 바닥밀기
20대,2,마무리운동,윗몸 말아 올리기
20대,3,본운동,달리기
20대,3,본운동,계단 올라갔다 내려오기
20대,3,본운동,소파를 이용한 윗몸올리기
20대,3,본운동,서서 상체 일으키기
20대,3,본운동,한발 앞으로 내밀고 앉았다 일어서기
20대,3,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,3,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,3,준비운동,짐볼에 엎드려서 몸통 젖히기
20대,3,준비운동,바벨들어올리기
20대,3,준비운동,엎드려서 팔 다리 들기
20대,3,마무리운동,자가근막이완술 루틴 스트레칭
20대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
20대,3,마무리운동,서서 발목 뒤로 당기기
20대,3,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
20대,3,마무리운동,뒤꿈치 높이들어 뛰기
20대,4,본운동,달리기
20대,4,본운동,턱걸이
20대,4,본운동,바벨 끌어당기기
20대,4,본운동,앉아서 팔꿈치 굽히기/펴기
20대,4,본운동,한발 앞으로 내밀고 앉았다 일어서기
20대,4,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,4,준비운동,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
20대,4,준비운동,짐볼 앉기 평형성 운동 루틴 프로그램
20대,4,준비운동,베개 밟고 서기 평형성 운동 루틴 프로그램
20대,4,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,4,마무리운동,자가근막이완술 루틴 스트레칭
20대,4,마무리운동,시소우
20대,4,마무리운동,물고기 자세
20대,4,마무리운동,네발기기 자세에서 손바닥으로 바닥밀기
20대,4,마무리운동,트레드밀에서 걷기
20대,1,본운동,달리기
20대,1,본운동,버피운동
20대,1,본운동,앉아서 다리 펴기
20대,1,본운동,턱걸이
20대,1,본운동,앉아서 당겨 내리기
20대,1,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,1,준비운동,트레드밀에서 걷기
20대,1,준비운동,앉았다 일어서면서 점프하기
20대,1,준비운동,실내 자전거타기
20대,1,준비운동,버피운동
20대,1,마무리운동,자가근막이완술 루틴 스트레칭
20대,1,마무리운동,양손 모아 균형 잡기
20대,1,마무리운동,발 닿기
20대,1,마무리운동,몸 기울이기/회전하기
20대,1,마무리운동,엉덩이 스트레칭
20대,2,본운동,달리기
20대,2,본운동,턱걸이
20대,2,본운동,계단 뛰어 오르기
20대,2,본운동,한발 앞으로 내밀고 앉았다 일어서기
20대,2,본운동,앉아서 당겨 내리기
20대,2,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,2,준비운동,트레드밀에서 걷기
20대,2,준비운동,짐볼에 엎드려서 몸통 젖히기
20대,2,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,2,준비운동,실내 자전거타기
20대,2,마무리운동,자가근막이완술 루틴 스트레칭
20대,2,마무리운동,네발기기 자세에서 손바닥으로 바닥밀기
20대,2,마무리운동,뒤꿈치 높이들어 뛰기
20대,2,마무리운동,앉아서 팔꿈치 굽히기/펴기
20대,2,마무리운동,엉덩이 스트레칭
20대,3,본운동,달리기
20대,3,본운동,턱걸이
20대,3,본운동,한발 앞으로 내밀고 앉았다 일어서기
20대,3,본운동,바벨 끌어당기기
20대,3,본운동,계단 올라갔다 내려오기
20대,3,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,3,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,3,준비운동,짐볼에 엎드려서 몸통 젖히기
20대,3,준비운동,실내 자전거타기
20대,3,준비운동,트레드밀에서 걷기
20대,3,마무리운동,자가근막이완술 루틴 스트레칭
20대,3,마무리운동,네발기기 자세에서 손바닥으로 바닥밀기
20대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
20대,3,마무리운동,뒤꿈치 높이들어 뛰기
20대,3,마무리운동,트레드밀에서 걷기
20대,4,본운동,허리 굽혀 팔 뒤로 들기
20대,4,본운동,의자에 앉아 물병 들고 몸통 돌리기
20대,4,본운동,몸통 옆으로 굽히기
20대,4,본운동,팔꿈치 고정 후 벌리기
20대,4,본운동,소파를 이용한 윗몸올리기
20대,4,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,4,준비운동,엎드려서 팔 다리 들기
20대,4,준비운동,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
20대,4,준비운동,짐볼 앉기 평형성 운동 루틴 프로그램
20대,4,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,4,마무리운동,무릎굽혀 원 그리기
20대,4,마무리운동,앉았다 일어서기
20대,4,마무리운동,턱걸이
20대,4,마무리운동,다리들어 옆으로 올리기
20대,4,마무리운동,팔꿈치 고정 후 벌리기
20대,1,본운동,버피운동
20대,1,본운동,팔벌려뛰기
20대,1,본운동,앉았다 일어서면서 점프하기
20대,1,본운동,바벨들어올리기
20대,1,본운동,앉아서 다리 펴기
20대,1,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,1,준비운동,앉았다 일어서면서 점프하기
20대,1,준비운동,양발 모아 좌우 뛰기
20대,1,준비운동,한발 연속 뛰기
20대,1,준비운동,버피운동
20대,1,마무리운동,자가근막이완술 루틴 스트레칭
20대,1,마무리운동,턱걸이
20대,1,마무리운동,발 닿기
20대,1,마무리운동,누워서 엉덩이 들어올리기
20대,1,마무리운동,양발 모았다 벌려뛰기
20대,2,본운동,계단 뛰어 오르기
20대,2,본운동,누워서 팔 밀기
20대,2,본운동,턱걸이
20대,2,본운동,앉아서 양팔 당기기
20대,2,본운동,한발 앞으로 내밀고 앉았다 일어서기
20대,2,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,2,준비운동,바벨들어올리기
20대,2,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,2,준비운동,누워서 하늘 자전거
20대,2,준비운동,짐볼에 엎드려서 몸통 젖히기
20대,2,마무리운동,자가근막이완술 루틴 스트레칭
20대,2,마무리운동,깍지끼고 목 들어올리기
20대,2,마무리운동,턱걸이
20대,2,마무리운동,네발기기 자세에서 손바닥으로 바닥밀기
20대,2,마무리운동,앉아서 팔꿈치 굽히기/펴기
20대,3,본운동,달리기
20대,3,본운동,누워서 팔 밀기
20대,3,본운동,몸통 옆으로 굽히기
20대,3,본운동,앉아서 양팔 당기기
20대,3,본운동,앉아서 몸통 움츠리기
20대,3,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,3,준비운동,바벨들어올리기
20대,3,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,3,준비운동,누워서 하늘 자전거
20대,3,준비운동,짐볼에 엎드려서 몸통 젖히기
20대,3,마무리운동,턱걸이
20대,3,마무리운동,무릎굽혀 원 그리기
20대,3,마무리운동,깍지끼고 목 들어올리기
20대,3,마무리운동,의자에 앉아 가슴 뒤로 젖히기
20대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
20대,4,본운동,몸통 옆으로 굽히기
20대,4,본운동,의자에 앉아 물병 들고 몸통 돌리기
20대,4,본운동,다리 감아올리기
20대,4,본운동,양발 모았다 벌려뛰기
20대,4,본운동,앉았다 일어서며 팔 들어올리기
20대,4,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,4,준비운동,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
20대,4,준비운동,짐볼 앉기 평형성 운동 루틴 프로그램
20대,4,준비운동,베개 밟고 서기 평형성 운동 루틴 프로그램
20대,4,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,4,마무리운동,물고기 자세
20대,4,마무리운동,의자에 앉아 가슴 뒤로 젖히기
20대,4,마무리운동,팔꿈치 고정 후 벌리기
20대,4,마무리운동,자가근막이완술 루틴 스트레칭
20대,4,마무리운동,뒤로 팔 뻗기
20대,1,본운동,버피운동
20대,1,본운동,턱걸이
20대,1,본운동,앉아서 당겨 내리기
20대,1,본운동,앉아서 다리 펴기
20대,1,본운동,바벨 끌어당기기
20대,1,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,1,준비운동,앉았다 일어서면서 점프하기
20대,1,준비운동,버피운동
20대,1,준비운동,양발 모아 좌우 뛰기
20대,1,준비운동,V자 싸이클
20대,1,마무리운동,자가근막이완술 루틴 스트레칭
20대,1,마무리운동,발 닿기
20대,1,마무리운동,양발 모았다 벌려뛰기
20대,1,마무리운동,의자에 앉아 가슴 뒤로 젖히기
20대,1,마무리운동,양발 모아 좌우 뛰기
20대,2,본운동,턱걸이
20대,2,본운동,누워서 팔 밀기
20대,2,본운동,계단 뛰어 오르기
20대,2,본운동,몸통 옆으로 굽히기
20대,2,본운동,달리기
20대,2,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,2,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,2,준비운동,짐볼에 엎드려서 몸통 젖히기
20대,2,준비운동,앉았다 일어서면서 점프하기
20대,2,준비운동,바벨들어올리기
20대,2,마무리운동,자가근막이완술 루틴 스트레칭
20대,2,마무리운동,의자에 앉아 가슴 뒤로 젖히기
20대,2,마무리운동,네발기기 자세에서 손바닥으로 바닥밀기
20대,2,마무리운동,앉아서 팔꿈치 굽히기/펴기
20대,2,마무리운동,깍지끼고 목 들어올리기
20대,3,본운동,달리기
20대,3,본운동,몸통 옆으로 굽히기
20대,3,본운동,누워서 팔 밀기
20대,3,본운동,턱걸이
20대,3,본운동,앉아서 몸통 움츠리기
20대,3,준비운동,유산소 운동 전 동적 루틴 스트레칭
20대,3,준비운동,짐볼에 엎드려서 팔 다리 들기
20대,3,준비운동,짐볼에 엎드려서 몸통 젖히기
20대,3,준비운동,바벨들어올리기
20대,3,준비운동,누워서 하늘 자전거
20대,3,마무리운동,자가근막이완술 루틴 스트레칭
20대,3,마무리운동,의자에 앉아 가슴 뒤로 젖히기
20대,3,마무리운동,누워 발목 당겨주기
20대,3,마무리운동,네발기기 자세에서 손바닥으로 바닥밀기
20대,3,마무리운동,팔꿈치 고정 후 벌리기
30대,4,본운동,엎드려 버티기
30대,4,본운동,배스트레칭
30대,4,본운동,윗몸올리기
30대,4,본운동,전신 루틴 스트레칭
30대,4,본운동,엎드려서 팔 다리 들기
30대,4,준비운동,배스트레칭
30대,4,준비운동,넙다리 안쪽 스트레칭
30대,4,준비운동,아래 팔 스트레칭
30대,4,준비운동,넙다리 앞쪽 스트레칭
30대,4,준비운동,가슴/어깨 앞쪽 스트레칭
30대,4,마무리운동,넙다리 안쪽 스트레칭
30대,4,마무리운동,허리 스트레칭
30대,4,마무리운동,스텝퍼 뛰어서 오르내리기
30대,4,마무리운동,스텝퍼 올라가서 점프하여 착지하기
30대,4,마무리운동,버피운동
30대,1,본운동,버피운동
30대,1,본운동,엎드려 버티기
30대,1,본운동,사다리 옆으로 발 옮기기
30대,1,본운동,앉았다 일어서면서 점프하기
30대,1,본운동,계단 두발 뛰기
30대,1,준비운동,서서 균형잡기
30대,1,준비운동,한발 앞으로 내밀고 앉았다 일어서기
30대,1,준비운동,버피운동
30대,1,준비운동,다리 뻗어 올리기
30대,1,준비운동,손 뻗어 윗몸 일으키기
30대,1,마무리운동,계단 뛰어 오르기
30대,1,마무리운동,넙다리 안쪽 스트레칭
30대,1,마무리운동,앉았다 일어서기
30대,1,마무리운동,앞굽이 앉았다 일어서기
30대,1,마무리운동,연속 사이드 스쿼드
30대,2,본운동,엎드려 버티기
30대,2,본운동,윗몸올리기
30대,2,본운동,팔굽혀펴기
30대,2,본운동,무릎 높여 제자리 달리기
30대,2,본운동,계단 두발 뛰기
30대,2,준비운동,손 뻗어 윗몸 일으키기
30대,2,준비운동,바운딩 운동  루틴프로그램
30대,2,준비운동,다리 뻗어 올리기
30대,2,준비운동,하지 루틴 스트레칭1
30대,2,준비운동,의자 잡고 서기
30대,2,마무리운동,넙다리 안쪽 스트레칭
30대,2,마무리운동,계단 뛰어 오르기
30대,2,마무리운동,줄넘기
30대,2,마무리운동,앞굽이 앉았다 일어서기
30대,2,마무리운동,앉았다 일어서기
30대,3,본운동,엎드려 버티기
30대,3,본운동,팔굽혀펴기
30대,3,본운동,배스트레칭
30대,3,본운동,엎드려서 팔 다리 들기
30대,3,본운동,계단 두발 뛰기
30대,3,준비운동,하지 루틴 스트레칭1
30대,3,준비운동,가슴/어깨 앞쪽 스트레칭
30대,3,준비운동,배스트레칭
30대,3,준비운동,넙다리 앞쪽 스트레칭
30대,3,준비운동,손 뻗어 윗몸 일으키기
30대,3,마무리운동,허리 스트레칭
30대,3,마무리운동,넙다리 안쪽 스트레칭
30대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
30대,3,마무리운동,줄넘기
30대,3,마무리운동,유산소 운동 전 동적 루틴 스트레칭
30대,4,본운동,엎드려 버티기
30대,4,본운동,윗몸올리기
30대,4,본운동,누워서 수직으로 다리 들어올리기
30대,4,본운동,배스트레칭
30대,4,본운동,작은 공을 이용한 동적 루틴 스트레칭
30대,4,준비운동,동적 스트레칭 루틴프로그램
30대,4,준비운동,짐볼 앉기 평형성 운동 루틴 프로그램
30대,4,준비운동,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
30대,4,준비운동,넙다리 안쪽 스트레칭
30대,4,준비운동,베개 밟고 서기 평형성 운동 루틴 프로그램
30대,4,마무리운동,시소우
30대,4,마무리운동,가슴/어깨 앞쪽 스트레칭
30대,4,마무리운동,제자리 뛰기
30대,4,마무리운동,실내 자전거타기
30대,4,마무리운동,1단 줄넘기
30대,1,본운동,버피운동
30대,1,본운동,사다리 옆으로 발 옮기기
30대,1,본운동,엎드려 버티기
30대,1,본운동,앉았다 일어서면서 점프하기
30대,1,본운동,무릎 높여 제자리 달리기
30대,1,준비운동,서서 균형잡기
30대,1,준비운동,버피운동
30대,1,준비운동,다리 뻗어 올리기
30대,1,준비운동,앉았다 일어나며 점프하기
30대,1,준비운동,손 뻗어 윗몸 일으키기
30대,1,마무리운동,연속 사이드 스쿼드
30대,1,마무리운동,앉았다 일어서기
30대,1,마무리운동,앞굽이 앉았다 일어서기
30대,1,마무리운동,폼롤러 이용 유연성운동 루틴 프로그램
30대,1,마무리운동,계단 뛰어 오르기
30대,2,본운동,엎드려 버티기
30대,2,본운동,무릎 높여 제자리 달리기
30대,2,본운동,윗몸올리기
30대,2,본운동,사다리 옆으로 발 옮기기
30대,2,본운동,뛰어 내렸다가 바로 점프하기
30대,2,준비운동,손 뻗어 윗몸 일으키기
30대,2,준비운동,다리 뻗어 올리기
30대,2,준비운동,바운딩 운동  루틴프로그램
30대,2,준비운동,윗몸 일으키기
30대,2,준비운동,한 발 뒤로 들어올리기
30대,2,마무리운동,연속 사이드 스쿼드
30대,2,마무리운동,앉았다 일어서기
30대,2,마무리운동,앞굽이 앉았다 일어서기
30대,2,마무리운동,폼롤러 이용 유연성운동 루틴 프로그램
30대,2,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
30대,3,본운동,엎드려 버티기
30대,3,본운동,달리기
30대,3,본운동,팔굽혀펴기
30대,3,본운동,누워서 수직으로 다리 들어올리기
30대,3,본운동,무릎 높여 제자리 달리기
30대,3,준비운동,가슴/어깨 앞쪽 스트레칭
30대,3,준비운동,손 뻗어 윗몸 일으키기
30대,3,준비운동,넙다리 뒤쪽 스트레칭
30대,3,준비운동,바운딩 운동  루틴프로그램
30대,3,준비운동,다리 뻗어 올리기
30대,3,마무리운동,앞굽이 앉았다 일어서기
30대,3,마무리운동,연속 사이드 스쿼드
30대,3,마무리운동,앉았다 일어서기
30대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
30대,3,마무리운동,실내 자전거타기
30대,4,본운동,윗몸말아올리기
30대,4,본운동,엎드려 팔 대고 버티기
30대,4,본운동,잔발치기
30대,4,본운동,2단 줄넘기
30대,4,본운동,1단 줄넘기
30대,4,준비운동,다리 벌려 옆으로 상체 숙이기
30대,4,준비운동,다리 벌려 앞으로 상체 숙이기
30대,4,준비운동,다리 모아 상체 숙이기
30대,4,준비운동,발목 얹고 다리 잡아당기기
30대,4,준비운동,제자리 뛰기
30대,4,마무리운동,다리 벌려 앞으로 상체 숙이기
30대,4,마무리운동,발목 얹고 다리 잡아당기기
30대,4,마무리운동,누워서 굽힌 다리 펴기
30대,4,마무리운동,1단 줄넘기
30대,4,마무리운동,다리 벌려 옆으로 상체 숙이기
30대,1,본운동,잔발치기
30대,1,본운동,버피운동
30대,1,본운동,벽패스
30대,1,본운동,2단 줄넘기
30대,1,본운동,앉았다 일어서면서 점프하기
30대,1,준비운동,서서 균형잡기
30대,1,준비운동,다리 벌려 앞으로 상체 숙이기
30대,1,준비운동,다리 벌려 옆으로 상체 숙이기
30대,1,준비운동,다리 모아 상체 숙이기
30대,1,준비운동,앉았다 일어나며 점프하기
30대,1,마무리운동,발목 얹고 다리 잡아당기기
30대,1,마무리운동,다리 벌려 앞으로 상체 숙이기
30대,1,마무리운동,무릎 굽혀 가슴 닿기
30대,1,마무리운동,콘운동  루틴프로그램
30대,1,마무리운동,동적 스트레칭 루틴프로그램
30대,2,본운동,잔발치기
30대,2,본운동,벽패스
30대,2,본운동,2단 줄넘기
30대,2,본운동,엎드려 팔 대고 버티기
30대,2,본운동,윗몸말아올리기
30대,2,준비운동,다리 벌려 앞으로 상체 숙이기
30대,2,준비운동,다리 벌려 옆으로 상체 숙이기
30대,2,준비운동,다리 모아 상체 숙이기
30대,2,준비운동,발목 얹고 다리 잡아당기기
30대,2,준비운동,바운딩 운동  루틴프로그램
30대,2,마무리운동,발목 얹고 다리 잡아당기기
30대,2,마무리운동,다리 벌려 앞으로 상체 숙이기
30대,2,마무리운동,무릎 굽혀 가슴 닿기
30대,2,마무리운동,누워서 굽힌 다리 펴기
30대,2,마무리운동,다리 벌려 옆으로 상체 숙이기
30대,3,본운동,잔발치기
30대,3,본운동,벽패스
30대,3,본운동,2단 줄넘기
30대,3,본운동,엎드려 팔 대고 버티기
30대,3,본운동,윗몸말아올리기
30대,3,준비운동,다리 벌려 앞으로 상체 숙이기
30대,3,준비운동,다리 벌려 옆으로 상체 숙이기
30대,3,준비운동,다리 모아 상체 숙이기
30대,3,준비운동,발목 얹고 다리 잡아당기기
30대,3,준비운동,하지 루틴 스트레칭1
30대,3,마무리운동,발목 얹고 다리 잡아당기기
30대,3,마무리운동,다리 벌려 앞으로 상체 숙이기
30대,3,마무리운동,무릎 굽혀 가슴 닿기
30대,3,마무리운동,다리 벌려 옆으로 상체 숙이기
30대,3,마무리운동,누워서 굽힌 다리 펴기
30대,4,본운동,윗몸말아올리기
30대,4,본운동,앉았다 일어서기
30대,4,본운동,잔발치기
30대,4,본운동,1단 줄넘기
30대,4,본운동,엎드려 팔 대고 버티기
30대,4,준비운동,다리 벌려 옆으로 상체 숙이기
30대,4,준비운동,다리 벌려 앞으로 상체 숙이기
30대,4,준비운동,다리 모아 상체 숙이기
30대,4,준비운동,발목 얹고 다리 잡아당기기
30대,4,준비운동,제자리 뛰기
30대,4,마무리운동,다리 벌려 앞으로 상체 숙이기
30대,4,마무리운동,발목 얹고 다리 잡아당기기
30대,4,마무리운동,누워서 굽힌 다리 펴기
30대,4,마무리운동,1단 줄넘기
30대,4,마무리운동,다리 모아 상체 숙이기
30대,1,본운동,잔발치기
30대,1,본운동,버피운동
30대,1,본운동,앉았다 일어서면서 점프하기
30대,1,본운동,뛰어 내렸다가 바로 점프하기
30대,1,본운동,볼 튕기면서 스쿼트
30대,1,준비운동,다리 벌려 앞으로 상체 숙이기
30대,1,준비운동,서서 균형잡기
30대,1,준비운동,다리 벌려 옆으로 상체 숙이기
30대,1,준비운동,앉았다 일어나며 점프하기
30대,1,준비운동,다리 모아 상체 숙이기
30대,1,마무리운동,다리 벌려 앞으로 상체 숙이기
30대,1,마무리운동,발목 얹고 다리 잡아당기기
30대,1,마무리운동,동적 스트레칭 루틴프로그램
30대,1,마무리운동,수영
30대,1,마무리운동,콘운동  루틴프로그램
30대,2,본운동,잔발치기
30대,2,본운동,벽패스
30대,2,본운동,2단 줄넘기
30대,2,본운동,윗몸말아올리기
30대,2,본운동,앉았다 일어서기
30대,2,준비운동,다리 벌려 앞으로 상체 숙이기
30대,2,준비운동,다리 벌려 옆으로 상체 숙이기
30대,2,준비운동,다리 모아 상체 숙이기
30대,2,준비운동,발목 얹고 다리 잡아당기기
30대,2,준비운동,바운딩 운동  루틴프로그램
30대,2,마무리운동,다리 벌려 앞으로 상체 숙이기
30대,2,마무리운동,발목 얹고 다리 잡아당기기
30대,2,마무리운동,동적 스트레칭 루틴프로그램
30대,2,마무리운동,다리 모아 상체 숙이기
30대,2,마무리운동,다리 벌려 옆으로 상체 숙이기
30대,3,본운동,잔발치기
30대,3,본운동,앉았다 일어서기
30대,3,본운동,윗몸말아올리기
30대,3,본운동,합장하여 앞으로 숙이기
30대,3,본운동,벽패스
30대,3,준비운동,다리 벌려 앞으로 상체 숙이기
30대,3,준비운동,다리 벌려 옆으로 상체 숙이기
30대,3,준비운동,다리 모아 상체 숙이기
30대,3,준비운동,발목 얹고 다리 잡아당기기
30대,3,준비운동,앉아서 옆구리 늘려주기
30대,3,마무리운동,다리 벌려 앞으로 상체 숙이기
30대,3,마무리운동,발목 얹고 다리 잡아당기기
30대,3,마무리운동,다리 모아 상체 숙이기
30대,3,마무리운동,동적 스트레칭 루틴프로그램
30대,3,마무리운동,다리 벌려 옆으로 상체 숙이기
30대,4,본운동,엎드려 버티기
30대,4,본운동,트레드밀에서 걷기
30대,4,본운동,배스트레칭
30대,4,본운동,실외 자전거타기
30대,4,본운동,엎드려서 팔 다리 들기
30대,4,준비운동,하지 루틴 스트레칭1
30대,4,준비운동,배스트레칭
30대,4,준비운동,넙다리 안쪽 스트레칭
30대,4,준비운동,옆구리 스트레칭
30대,4,준비운동,가슴/어깨 앞쪽 스트레칭
30대,4,마무리운동,옆구리 스트레칭
30대,4,마무리운동,유산소 운동 전 동적 루틴 스트레칭
30대,4,마무리운동,넙다리 안쪽 스트레칭
30대,4,마무리운동,버피운동
30대,4,마무리운동,허리 스트레칭
30대,1,본운동,버피운동
30대,1,본운동,엎드려 버티기
30대,1,본운동,사다리 옆으로 발 옮기기
30대,1,본운동,무릎 높여 제자리 달리기
30대,1,본운동,앉았다 일어서면서 점프하기
30대,1,준비운동,서서 균형잡기
30대,1,준비운동,하지 루틴 스트레칭1
30대,1,준비운동,한발 앞으로 내밀고 앉았다 일어서기
30대,1,준비운동,다리 뻗어 올리기
30대,1,준비운동,손 뻗어 윗몸 일으키기
30대,1,마무리운동,계단 뛰어 오르기
30대,1,마무리운동,넙다리 안쪽 스트레칭
30대,1,마무리운동,앉았다 일어서기
30대,1,마무리운동,연속 사이드 스쿼드
30대,1,마무리운동,달리기
30대,2,본운동,엎드려 버티기
30대,2,본운동,무릎 높여 제자리 달리기
30대,2,본운동,윗몸올리기
30대,2,본운동,넙다리 뒤쪽 스트레칭
30대,2,본운동,배스트레칭
30대,2,준비운동,하지 루틴 스트레칭1
30대,2,준비운동,손 뻗어 윗몸 일으키기
30대,2,준비운동,한발 들기
30대,2,준비운동,의자 잡고 서기
30대,2,준비운동,다리 뻗어 올리기
30대,2,마무리운동,앉았다 일어서기
30대,2,마무리운동,계단 뛰어 오르기
30대,2,마무리운동,연속 사이드 스쿼드
30대,2,마무리운동,넙다리 안쪽 스트레칭
30대,2,마무리운동,앞굽이 앉았다 일어서기
30대,3,본운동,엎드려 버티기
30대,3,본운동,한발 앞으로 내밀고 앉았다 일어서기
30대,3,본운동,배스트레칭
30대,3,본운동,실외 자전거타기
30대,3,본운동,엎드려서 팔 다리 들기
30대,3,준비운동,하지 루틴 스트레칭1
30대,3,준비운동,가슴/어깨 앞쪽 스트레칭
30대,3,준비운동,전신 루틴 스트레칭
30대,3,준비운동,배스트레칭
30대,3,준비운동,손 뻗어 윗몸 일으키기
30대,3,마무리운동,넙다리 앞쪽 스트레칭
30대,3,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
30대,3,마무리운동,옆구리 스트레칭
30대,3,마무리운동,짐볼을 이용한 동적 루틴 스트레칭
30대,3,마무리운동,허리 스트레칭
30대,4,본운동,엎드려 버티기
30대,4,본운동,윗몸올리기
30대,4,본운동,실외 자전거타기
30대,4,본운동,넙다리 뒤쪽 스트레칭
30대,4,본운동,배스트레칭
30대,4,준비운동,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램
30대,4,준비운동,짐볼 앉기 평형성 운동 루틴 프로그램
30대,4,준비운동,가슴/어깨 앞쪽 스트레칭
30대,4,준비운동,손 뻗어 윗몸 일으키기
30대,4,준비운동,넙다리 안쪽 스트레칭
30대,4,마무리운동,시소우
30대,4,마무리운동,가슴/어깨 앞쪽 스트레칭
30대,4,마무리운동,옆구리 스트레칭
30대,4,마무리운동,계단 올라갔다 내려오기
30대,4,마무리운동,작은 공을 이용한 동적 루틴 스트레칭
30대,1,본운동,버피운동
30대,1,본운동,사다리 옆으로 발 옮기기
30대,1,본운동,엎드려 버티기
30대,1,본운동,무릎 높여 제자리 달리기
30대,1,본운동,앉았다 일어서면서 점프하기
30대,1,준비운동,서서 균형잡기
30대,1,준비운동,버피운동
30대,1,준비운동,다리 뻗어 올리기
30대,1,준비운동,손 뻗어 윗몸 일으키기
30대,1,준비운동,앉았다 일어나며 점프하기
30대,1,마무리운동,연속 사이드 스쿼드
30대,1,마무리운동,앉았다 일어서기
30대,1,마무리운동,앞굽이 앉았다 일어서기
30대,1,마무리운동,달리기
30대,1,마무리운동,폼롤러 이용 유연성운동 루틴 프로그램
30대,2,본운동,엎드려 버티기
30대,2,본운동,무릎 높여 제자리 달리기
30대,2,본운동,윗몸올리기
30대,2,본운동,한발 앞으로 내밀고 앉았다 일어서기
30대,2,본운동,사다리 옆으로 발 옮기기
30대,2,준비운동,손 뻗어 윗몸 일으키기
30대,2,준비운동,다리 뻗어 올리기
30대,2,준비운동,의자 잡고 서기
30대,2,준비운동,윗몸 일으키기
30대,2,준비운동,바운딩 운동  루틴프로그램
30대,2,마무리운동,연속 사이드 스쿼드
30대,2,마무리운동,앉았다 일어서기
30대,2,마무리운동,앞굽이 앉았다 일어서기
30대,2,마무리운동,달리기
30대,2,마무리운동,좌식생활자를 위한 동적 루틴 스트레칭
30대,3,본운동,엎드려 버티기
30대,3,본운동,무릎 높여 제자리 달리기
30대,3,본운동,넙다리 뒤쪽 스트레칭
30대,3,본운동,한발 앞으로 내밀고 앉았다 일어서기
30대,3,본운동,달리기
30대,3,준비운동,하지 루틴 스트레칭1
30대,3,준비운동,가슴/어깨 앞쪽 스트레칭
30대,3,준비운동,손 뻗어 윗몸 일으키기
30대,3,준비운동,다리 뻗어 올리기
30대,3,준비운동,넙다리 뒤쪽 스트레칭
30대,3,마무리운동,연속 사이드 스쿼드
30대,3,마무리운동,앉았다 일어서기
