CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,MBER_CO,FOND_DE
경기파주시금촌60,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,30,20220524
경기파주시금촌OB,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20220524
경기파주시금촌축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,29,20220406
경기파주시레이더스FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,21,20221230
경기파주시문산60,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,37,20220421
경기파주시문산OB축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,37,20220421
경기파주시문산천마FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,11,20220421
경기파주시법원60축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20220422
경기파주시봉황FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,58,20220524
경기파주시심학FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,21,20221230
경기파주시에즈FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20221230
경기파주시여성축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,26,20220808
경기파주시여학생FCU18,경기도,경기도,축구,체육동호인조직,19세이하부,혼성,11,20220808
경기파주시여학생초등부축구교실,경기도,경기도,축구,체육동호인조직,13세이하부,혼성,18,20220808
경기파주시운정50축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,22,20221230
경기파주시운정FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20221230
경기파주시운정미르FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,18,20221230
경기파주시운정호수FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20221230
경기파주시월롱50축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,30,20220421
경기파주시적성파평면축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,44,20220524
경기파주시조리50,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,22,20230418
경기파주시조리60,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,30,20220524
경기파주시지산FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,18,20221230
경기파주시진우회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,28,20220418
경기파주시청록FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,19,20220421
경기파주시청석FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20221230
경기파주시코스모스축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,44,20220524
경기파주시탄현5060FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,29,20220524
경기파주시파주FCFRIENDS,경기도,경기도,축구,체육동호인조직,13세이하부,혼성,24,20220418
경기파주시파주GG50,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,23,20220524
경기파주시파주HR,경기도,경기도,축구,체육동호인조직,13세이하부,혼성,18,20230418
경기파주시파주시법원OB축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,31,20220418
경기파주시파주읍60대축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,17,20220524
경기파주시파주참사랑60FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20220421
경기평택시70대축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20220406
경기평택시거북이축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,53,20220406
경기평택시거포,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,62,20220406
경기평택시경기도안중축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,43,20220524
경기평택시경기평택강산FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,31,20220524
경기평택시경기평택시성동축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20220406
경기평택시경기평택시송탄필드축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,30,20220406
경기평택시노곳떼FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20220524
경기평택시돌풍축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,46,20220406
경기평택시무지개,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,22,20220406
경기평택시서부중앙축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,34,20220524
경기평택시서평택축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,47,20220406
경기평택시소사벌FC축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,47,20220406
경기평택시송탄50대축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,35,20220406
경기평택시송탄돌고래축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,26,20220406
경기평택시송탄은혜FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,24,20220418
경기평택시슈퍼오닝여성시대표,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,19,20220808
경기평택시신원평축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,58,20220406
경기평택시신화FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,24,20220406
경기평택시안중중앙FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,52,20220406
경기평택시오성축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,37,20220524
경기평택시진양FC축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,63,20220406
경기평택시진위축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,34,20220524
경기평택시챔프축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,47,20220406
경기평택시청옥FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,48,20220418
경기평택시축사모축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,26,20220406
경기평택시평일축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,80,20220406
경기평택시평택FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,78,20220406
경기평택시평택세교FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,18,20220406
경기평택시평택시60대,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,36,20220406
경기평택시평택크로바FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,54,20220406
경기평택시평택합정FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,39,20220406
경기평택시하나로송탄축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,15,20220406
경기평택시한광FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,15,20220406
경기평택시현덕호랑이,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,38,20220406
경기평택호카이트보딩클럽,경기도,경기도 평택시,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220426
경기포천시60대축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,44,20220406
경기포천시BROTHERSFC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,24,20220418
경기포천시가산축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,43,20220418
경기포천시대경축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,34,20221230
경기포천시반월FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,16,20220418
경기포천시선단한내연합,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,37,20220418
경기포천시소흘FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,49,20220406
경기포천시신북연합FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,12,20220418
경기포천시신북축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20220418
경기포천시영남FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20220418
경기포천시영북축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,39,20220406
경기포천시영중FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20221230
경기포천시우정,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,21,20220418
경기포천시위너스,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,19,20220418
경기포천시이가축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,19,20221230
경기포천시일동청계축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,26,20220418
경기포천시일동축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,44,20220418
경기포천시일송축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,48,20220406
경기포천시자작FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,29,20220406
경기포천시태봉생활축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,13,20230418
경기포천시포천FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,51,20220418
경기포천시포천시70대대표팀,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,18,20220808
경기포천시포천시유소년대표팀,경기도,경기도,축구,체육동호인조직,13세이하부,혼성,18,20220808
경기포천시한울FC17,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,34,20221230
경기하남시LX축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,41,20220808
경기하남시MKS,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,18,20220524
경기하남시감일FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,42,20230331
경기하남시경기상운FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,19,20220418
경기하남시고골축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,21,20220808
경기하남시교산유나이티드,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,51,20220406
경기하남시대청FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,58,20220406
경기하남시덕풍축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,35,20220524
경기하남시미사FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,58,20220524
경기하남시신장축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,62,20220524
경기하남시신중FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,40,20220524
경기하남시여성축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20220406
경기하남시위례FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,91,20220524
경기하남시유니온FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20220808
경기하남시천현축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,49,20220524
경기하남시청동축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20220808
경기하남시축구협회70대상비군,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20220524
경기하남시풍산FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,26,20220406
경기하남시한울축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,70,20220524
경기하남축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,89,20220406
경기화성시2동탄한마음60FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20220406
경기화성시70대,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,21,20220524
경기화성시ANSWER,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20220406
경기화성시DWFC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20220406
경기화성시FC11,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20220406
경기화성시FCBDT,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20220406
경기화성시FC동탄아이원,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경기화성시FC마르스,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,22,20220406
경기화성시FC수노을,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20220406
경기화성시FC위너스,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20230418
경기화성시FC화성,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,34,20220406
경기화성시FLORENCE,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20230331
경기화성시HSFC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,33,20220406
경기화성시JNFC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,38,20220406
경기화성시LAKEFC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,28,20220406
경기화성시까치축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,16,20220406
경기화성시나루A,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,30,20220406
경기화성시남양축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,45,20220406
경기화성시능동한울FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,24,20220406
경기화성시대방FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,34,20220406
경기화성시도원FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20220406
경기화성시동부하나FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20220406
경기화성시동탄60FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,31,20220406
경기화성시동탄FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,35,20220406
경기화성시동탄드림FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,23,20220406
경기화성시동탄반석FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,30,20220406
경기화성시동탄중앙FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,33,20220406
경기화성시동탄캐슬FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,42,20220406
경기화성시동탄하나FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,29,20220406
경기화성시드림1,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,33,20220406
경기화성시디져스패밀리,경기도,경기도 화성시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210517
경기화성시라이언FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,44,20220406
경기화성시러쉬FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,40,20220406
경기화성시만남FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경기화성시매송FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20220421
경기화성시반월FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,38,20220406
경기화성시발안FCA,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,31,20220406
경기화성시병점FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,30,20220406
경기화성시봉담동화FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,11,20220524
경기화성시봉담축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,34,20220406
경기화성시브라더FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20230331
경기화성시블루FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,40,20220406
경기화성시비봉FC축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20220406
경기화성시상비군,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,12,20221230
경기화성시상신AFC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경기화성시상신축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,24,20220406
경기화성시서해FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,38,20220406
경기화성시선우FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,33,20220406
경기화성시송산FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,33,20220406
경기화성시숲속FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,36,20220406
경기화성시스위첸FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,39,20220406
경기화성시스위첸도전FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,19,20220406
경기화성시신성FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경기화성시썬데이축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,29,20220406
경기화성시아미치FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,28,20230331
경기화성시안화FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,28,20220406
경기화성시양감초록FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경기화성시에이스FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20220406
경기화성시에이스FCA팀,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,14,20230418
경기화성시여성축구단,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20220406
경기화성시우림FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,40,20220406
경기화성시우미제일FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,37,20220406
경기화성시우정FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,26,20220406
경기화성시월반FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,33,20220406
경기화성시위너FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,42,20220406
경기화성시일심축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,41,20220406
경기화성시장안FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,41,20220406
경기화성시장안FCA,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,17,20230418
경기화성시팔탄FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,32,20220406
경기화성시한우리,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20220406
경기화성시향남FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,37,20220406
경기화성시화산축구회,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,16,20220406
경기화성시화성ARESFC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,35,20220406
경기화성시화성MATEFC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,44,20220406
경기화성시화성골든제니스FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,27,20220406
경기화성시화성나르샤FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,40,20220406
경기화성시화성드림60FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,23,20220524
경기화성시화성로얄60FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경기화성시화성무봉FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,49,20220406
경기화성시화성반텐FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,43,20220406
경기화성시화성산다라FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,29,20220406
경기화성시화성서부60FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,19,20220421
경기화성시화성스타힐스FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,33,20220406
경기화성시화성시U12연합,경기도,경기도,축구,체육동호인조직,13세이하부,혼성,9,20220808
경기화성시화성위더스FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,20,20220406
경기화성시화성유니언FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,31,20220406
경기화성시화성청계FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,46,20220406
경기화성시화성하나60FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,26,20221230
경기화성시화성한마음FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,15,20220406
경기화성시화성호반FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,36,20220406
경기화성시힐링FC,경기도,경기도,축구,체육동호인조직,실업(일반),혼성,34,20230331
경남거제시2030축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,22,20230331
경남거제시60FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,32,20220406
경남거제시BLUEWAVE,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,7,20220406
경남거제시거룡자케이돈,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,15,20221230
경남거제시거제70팀,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,18,20230331
경남거제시거제블루FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경남거제시거제시축구협회유소년,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,3,20230418
경남거제시경남거제연합,경상남도,경상남도 거제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211015
경남거제시경남다우리,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,24,20221230
경남거제시다올오션스9,경상남도,경상남도 거제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210518
경남거제시드림베이,경상남도,경상남도 거제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210517
경남거제시블루마린스,경상남도,경상남도 거제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210518
경남거제시스마일패밀리,경상남도,경상남도 거제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210519
경남거제시실버축구단,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,23,20220406
경남거제시여성축구단,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,20,20221230
경남거제시위닝샷야구단,경상남도,경상남도 거제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210517
경남거제시활주로야구단,경상남도,경상남도 거제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210517
경남거창군50대축구클럽,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,53,20220406
경남거창군TEAM30,경상남도,경상남도 거창군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210929
경남거창군강남축구클럽,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,22,20220406
경남거창군거창FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,32,20220406
경남거창군고스트FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,31,20220406
경남거창군마리축구클럽,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,34,20220406
경남거창군실버축구클럽,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,30,20220406
경남거창군아림FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,34,20220406
경남거창군청춘FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,31,20220406
경남검도관,경상남도,경상남도 진주시,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230306
경남고성군40,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,22,20230331
경남고성군50,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,21,20230331
경남고성군고성60,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,31,20221230
경남골프협회,경상남도,경상남도 의령군,골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,12,20230307
경남김해시50대축구동호인,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,11,20221230
경남김해시60대축구동호회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,21,20220524
경남김해시FC도깨비,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,28,20220406
경남김해시FC레전드,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,33,20220524
경남김해시FC베스트,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,45,20220406
경남김해시S축구클럽,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,7,20230418
경남김해시TEAMCRAFT,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,17,20230331
경남김해시금벌축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,38,20220808
경남김해시김해70,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,24,20220406
경남김해시김해FCU12,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,21,20220406
경남김해시김해FCU12장유,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,8,20220418
경남김해시김해fc,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,11,20220524
경남김해시김해가야FC60,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경남김해시김해가야풋볼클럽,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,4,20220524
경남김해시다윈fc,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,21,20220418
경남김해시대동한마음 fc,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,26,20221230
경남김해시동김해유소년축구클럽,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,10,20220406
경남김해시리즈유나이티드FC,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,8,20220418
경남김해시박경규축구클럽,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,8,20220421
경남김해시봉명fc,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,40,20220406
경남김해시빗자루FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,34,20220524
경남김해시삼방FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,24,20220808
경남김해시아미고FC,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,20,20220406
경남김해시아이캔주니어12,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,7,20220524
경남김해시에이스FC,경상남도,경상남도,축구,체육동호인조직,13세이하부,혼성,30,20230418
경남김해시여성축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,23,20220808
경남김해시워리어스,경상남도,경상남도 김해시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210417
경남김해시유앤아이fc,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,22,20220524
경남김해시임호조기회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,23,20230331
경남김해시장유FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,21,20220524
경남김해시장유청우fc,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,39,20220524
경남김해시재믹스축구클럽,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,53,20220406
경남김해시주주봉fc,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,40,20220406
경남김해시주촌축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,31,20230418
경남김해시청운축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,22,20220524
경남김해시친우FC,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,19,20220524
경남김해시한백축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경남김해시한솔FC축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,22,20230331
경남김해시화정조기회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,22,20220524
경남김해시활천fc,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,23,20230331
경남남해군60대,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,26,20221230
경남남해군70클럽,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,23,20220406
경남남해군고현축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,29,20220406
경남남해군남면축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,23,20220406
경남남해군남해군여학생축구교실,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,20,20220808
경남남해군동남해시니어,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,26,20230331
경남남해군미조축구클럽,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,24,20220406
경남남해군생원골축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,28,20220406
경남남해군설천축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,25,20220406
경남남해군우정축구회,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,35,20220406
