CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,MBER_CO,FOND_DE
판도라(PANDORA),충청북도,충청북도 음성군,치어리딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,15,20200724
판암2동 금빛천사,대전광역시,대전광역시 중구,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,12,20230330
판타스톤,서울특별시,서울특별시 중랑구,컬링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20230321
팔공크럽,대구광역시,대구광역시 수성구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,5,20210521
팔덕게이트볼클럽,전라북도,전라북도 순창군,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20230403
팔마 배구 스포츠 클럽,전라남도,전라남도 순천시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,12,20230421
팔색조,부산광역시,부산광역시 동구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220621
팝콘줄넘기점핑스쿨,경기도,경기도 안산시상록구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,9,20220425
패들웨이 인천,인천광역시,인천광역시 서구,카누,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,6,20220311
패들웨이 제주,제주특별자치도,제주특별자치도 제주시,카누,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220511
패밀리,전라북도,전라북도 완주군,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20230421
패밀리,대구광역시,대구광역시 달서구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220609
패밀리 탁구동호회,울산광역시,울산광역시 동구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,4,20210322
패밀리 탁구동호회 여자,울산광역시,울산광역시 동구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,2,20210322
패밀리짐,대구광역시,대구광역시 수성구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220428
팬텀,광주광역시,광주광역시 서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,18,20220322
팬텀,광주광역시,광주광역시 서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,24,20200103
퍼스트 요트 클럽,전라남도,전라남도 여수시,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220412
퍼스트 요트 클럽,전라남도,전라남도 여수시,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,20210413
퍼즐,전라북도,전라북도 정읍시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,18,20200115
퍼즐클럽,전라북도,전라북도 고창군,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20221004
퍼팩트 클레이,강원도,강원도 홍천군,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20210304
퍼펙트,충청북도,충청북도 청주시 흥덕구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,1,20201026
퍼펙트,광주광역시,광주광역시 광산구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220713
퍼펙트,전라북도,전라북도 완주군,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20220628
퍼펙트 볼링클럽,전라북도,전라북도 정읍시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20220519
퍼플,세종특별자치시,세종특별자치시 세종특별자치시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220520
페가수스,경기도,경기도 안양시동안구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20230206
페가수스,경기도,경기도 김포시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,20,20200108
페다고거(PEDAGOGUE),제주특별자치도,제주특별자치도 제주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,27,20220329
페르보 피트니스,대구광역시,대구광역시 수성구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230126
펜타곤,충청남도,충청남도 천안시서북구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,32,20220312
펜타곤,충청남도,충청남도 천안시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,34,20200103
펠라스(FELLAS),전라북도,전라북도 전주시덕진구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,17,20220321
평산초스카이,경상북도,경상북도 경산시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,20,20230320
평산탁구클럽,울산광역시,울산광역시 중구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,7,20210323
평창 레거시 슬라이딩,서울특별시,서울특별시 송파구,루지,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20211122
평창동펜싱클럽,서울특별시,서울특별시 종로구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,16,20220617
평창동펜싱클럽,서울특별시,서울특별시 종로구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,16,20211105
평창시니어,강원도,강원도 평창군,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220829
평택 EXPERTS,경기도,경기도 평택시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20220314
평택EXPERTS,경기도,경기도 평택시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,9,20191209
평택시 볼링협회,경기도,경기도 평택시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20220516
평택시바둑협회,경기도,경기도 평택시,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220510
평택시분회,경기도,경기도 평택시,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220428
평택하키클럽,경기도,경기도 평택시,하키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,16,20220323
평택합기도검무관,경기도,경기도 평택시,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220510
평평창창탁구클럽,서울특별시,서울특별시 종로구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200722
평포츠,강원도,강원도 평창군,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220625
폐지,부산광역시,부산광역시 동래구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37,20220801
포레스트,전라북도,전라북도 남원시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20220625
포르테테니스클럽,전라북도,전라북도 완주군,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200707
포버도스,경기도,경기도 용인시 기흥구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200810
포비스,광주광역시,광주광역시 동구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20210630
포세이돈 서초,서울특별시,서울특별시 서초구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20201122
포시즌,서울특별시,서울특별시 광진구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220509
포원(for one),강원도,강원도 철원군,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,7,20211104
포천 스톰,경기도,경기도 포천시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220314
포천스톰,경기도,경기도 포천시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,33,20190522
포천시볼링협회,경기도,경기도 포천시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,12,20220509
포천시분회,경기도,경기도 포천시,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20220428
포천시탁구협회,경기도,경기도 포천시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20201110
포천연합,경기도,경기도 포천시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190705
포커스,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20230227
포커스,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,10,20211024
포티움스포츠클럽,서울특별시,서울특별시 노원구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230502
포항 Water Polo Club,경상북도,경상북도 포항시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,11,20210215
포항 impact,경상북도,경상북도 포항시남구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220425
포항 장성스쿼시클럽,경상북도,경상북도 포항시북구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220622
포항 한마당체육관,경상북도,경상북도 포항시남구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220622
포항1,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220607
포항2,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220607
포항3,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220607
포항4,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220607
포항5,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220607
포항6,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220607
포항7,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220607
포항8,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220607
포항IMPACT,경상북도,경상북도 포항시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,33,20210621
포항NAC,경상북도,경상북도 포항시남구,에어로빅힙합,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20230331
포항TOP,경상북도,경상북도 포항시북구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20220426
포항공대,경상북도,경상북도 포항시남구,조정,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,24,20230313
포항나인빅스,경상북도,경상북도 포항시북구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220708
포항다솜지역아동센터 온새미로,경상북도,경상북도 포항시남구,국학기공,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,16,20220803
포항등산학교총동창회,경상북도,경상북도 포항시북구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20230329
포항라온클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,15,20220427
포항물방울클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220427
포항시 역도클럽,경상북도,경상북도 포항시남구,역도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220812
포항시게이트볼협회,경상북도,경상북도 포항시북구,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20220429
포항시게이트볼협회,경상북도,경상북도 포항시남구,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220511
포항시바둑협회1,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,6,20220510
포항시바둑협회2,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220510
포항시바둑협회3,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220510
포항시바둑협회5,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220510
포항시바둑협회6,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220510
포항시바둑협회7,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220510
포항시바둑협회8,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220510
포항시바둑협회9,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20220510
포항시윈드서핑연합회,경상북도,경상북도 포항시남구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20230210
포항영일만클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,18,20220427
포항요트클럽,경상북도,경상북도 포항시북구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220822
포항이동스쿼시,경상북도,경상북도 포항시 남구,스쿼시,공공스포츠클럽,20세이상부,혼성,5,20191014
포항이동스쿼시클럽,경상북도,경상북도 포항시남구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220525
포항점프스쿨,경상북도,경상북도 포항시 남구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,42,20210311
포항클라이밍아카데미(PCA),경상북도,경상북도 포항시 남구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20200309
포항클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,8,20220427
포항클럽,경상북도,경상북도 포항시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,20200212
포항프라임클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,12,20220427
포항프라임클럽,경상북도,경상북도 포항시 북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,20200120
폭주기관차,서울특별시,서울특별시 성동구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,13,20220621
폴라리스 요트클럽,경상남도,경상남도 사천시,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,9,20210909
표선매오름산악회,제주특별자치도,제주특별자치도 서귀포시,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220715
푸르미,경기도,경기도 이천시,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220919
푸른솔클럽,전라북도,전라북도 군산시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230428
푸른초등학교,경기도,경기도 화성시,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20211110
푸른하늘,광주광역시,광주광역시 서구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220706
풀스핀,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20230303
풀스핀,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,10,20211126
풍기클럽,경상북도,경상북도 영주시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20230125
풍동점프클럽,경기도,경기도 고양시일산동구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220317
풍산고등학교,경기도,경기도 하남시,치어리딩,학교스포츠클럽,19세이하부,혼성,14,20210902
풍암클럽,광주광역시,광주광역시 서구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230407
퓨리,경상북도,경상북도 경산시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,9,20200108
프라임펜싱클럽,대구광역시,대구광역시 중구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220623
프라임펜싱클럽,대구광역시,대구광역시 중구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,9,20201027
프레스(PRESS),대구광역시,대구광역시 달성군,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,12,20200112
프렌즈,경상북도,경상북도 구미시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20230323
프렌즈. f.c.,세종특별자치시,세종특별자치시 세종특별자치시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20230317
프로검도관,서울특별시,서울특별시 강서구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220602
프리드로우,전라북도,전라북도 전주시덕진구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,17,20220406
프리타크로,대전광역시,대전광역시 서구,세팍타크로,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20221012
프리틴즈,강원도,강원도 화천군,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20221013
프린스클럽,전라북도,전라북도 군산시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,9,20221005
플라이,인천광역시,인천광역시 서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20220503
플라이(FLY),인천광역시,인천광역시 부평구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200102
플라이윙스,전라북도,전라북도 익산시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,12,20200104
플랜에이 피트니스,인천광역시,인천광역시 부평구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,3,20210607
플러스B.C,전라북도,전라북도 남원시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20220625
플러스원,강원도,강원도 춘천시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,3,20201118
플레이댄스,인천광역시,인천광역시 남동구,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20221125
플레이어,충청북도,충청북도 청주시청원구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,46,20220317
플레이어,충청북도,충청북도 청주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,50,20200102
피노키오OB,대전광역시,대전광역시 유성구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20220504
피닉스,전라북도,전라북도 전주시완산구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220627
피닉스,대전광역시,대전광역시 서구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220530
피닉스볼링클럽,광주광역시,광주광역시 광산구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20220418
피데스,서울특별시,서울특별시 강남구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,15,20220523
피데스,서울특별시,서울특별시 성동구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,16,20200114
피버스,제주특별자치도,제주특별자치도 서귀포시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,34,20220329
피스(PEACE),부산광역시,부산광역시 사하구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,26,20210319
피스윔,서울특별시,서울특별시 동대문구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220624
피코다솜,울산광역시,울산광역시 남구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,31,20210618
피코다솜,울산광역시,울산광역시 남구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220615
피트짐,부산광역시,부산광역시 부산진구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220510
핀브레이커 클럽,대구광역시,대구광역시 북구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,11,20210914
핀제로볼링클럽,서울특별시,서울특별시 관악구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220902
핀헌터,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,15,20211022
핀헌터,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,16,20220509
핀헌터,전라북도,전라북도 남원시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,18,20220624
필봉,울산광역시,울산광역시 중구,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230222
핏플,부산광역시,부산광역시 동래구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20220510
핑크팬더,충청북도,충청북도 청주시청원구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20221019
하계클럽,서울특별시,서울특별시 노원구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220427
하귀클럽,제주특별자치도,제주특별자치도 제주시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20230322
하나,경상북도,경상북도 구미시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20230323
하나된태권도,경상남도,경상남도 함안군,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20210221
하나로,전라북도,전라북도 고창군,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220629
하나로,울산광역시,울산광역시 남구,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230222
하나로 볼링클럽,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20211102
하나로볼링클럽,전라북도,전라북도 부안군,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220718
하나로클럽,전라북도,전라북도 익산시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,10,20220627
하나로클럽,경기도,경기도 구리시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20230330
하나마나,강원도,강원도 원주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,48,20200102
하나소프트테니스클럽,광주광역시,광주광역시 북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20220408
하나클럽,광주광역시,광주광역시 북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,1,20200205
하나클럽,제주특별자치도,제주특별자치도 서귀포시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20230322
하나태권도,인천광역시,인천광역시 김포시,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,30,20220913
하남 글로리,광주광역시,광주광역시 광산구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,14,20230328
하남 베스트,광주광역시,광주광역시 광산구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220707
하남 피겨클럽,경기도,경기도 하남시,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,19,20220713
하남바둑협회,경기도,경기도 하남시,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,6,20220504
하남배구,경기도,경기도 하남시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,10,20210614
하남스포렉스,경기도,경기도 하남시,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220829
하남시 라온아카데미,경기도,경기도 하남시,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220816
하남시 석사경희대,경기도,경기도 하남시,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,17,20220803
하남시배드민턴협회,경기도,경기도 하남시,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37,20230410
하남시볼링협회,경기도,경기도 하남시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,12,20220506
하남시분회,경기도,경기도 하남시,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220428
