,FCLTY_NM,INDUTY_NM,ROAD_NM_SIGNGU_NM,FCLTY_LA,FCLTY_LO
1,(자산경로당),간이운동장,김천시,36.1207711973501,128.122092372718
4,배구장,간이운동장,함양군,35.6486830087771,127.693185655291
6,축구장,간이운동장,함양군,35.6486830087771,127.693185655291
7,개나리 공원 야외운동기구,간이운동장,문경시,36.58696964945767,128.1879630940155
9,산청군 산청읍 모고리 (모고마을) 운동기구,간이운동장,산청군,35.4307559171,127.8885301978
10,산청군 산청읍 범학리 (범학마을) 운동기구,간이운동장,산청군,35.3891397079,127.913929351
11,산청군 산청읍 산청리 (청호마을)운동기구,간이운동장,산청군,35.4168467808,127.8777549922
12,차탄리 노인회관 뒤,간이운동장,연천군,38.0994042341,127.0768134756
13,어룡동 소촌마을 동네체육시설,간이운동장,광산구,35.1454398846,126.794461355
15,국당마을 소공원,간이운동장,경주시,35.8270459600073,129.210528481299
16,장미공원 야외운동기구,간이운동장,문경시,36.58543956870063,128.1892312900023
17,제일공원 야외운동기구,간이운동장,문경시,36.5860016248912,128.18382300404443
18,수철마을(마을회관 옆) 운동기구,간이운동장,산청군,35.4046813932,127.8263680067
20,수도사업소 입구,간이운동장,안동시,36.55215363,128.7675695627
21,상광소공원 체육시설,간이운동장,광양시,34.9648373195,127.718320522
22,아침도시공원 야외운동기구,간이운동장,문경시,36.59677931493036,128.18882421260233
23,(구)군수관사 옆 옥천여중 후문 맞은편,간이운동장,옥천군,36.3048227875,127.5731592175
24,(구)다례마을 체육시설,간이운동장,밀양시,35.4887916178817,128.597822184897
25,(구)모로마을 체육시설,간이운동장,밀양시,35.4623945561651,128.645563947662
26,(구)태화사옆 체육시설,간이운동장,통영시,34.847189,128.415137
29,(구)생연배수지 동네체육시설,간이운동장,동두천시,37.905857385,127.0620390356
30,(구)공무원교육원,간이운동장,경주시,35.799514,129.498385
32,(구)야수교내야구장,야구장,홍천군,37.72814156381802,127.93165922497644
34,(미상-체육) 명곡마을 야외운동시설,간이운동장,양산시,35.3458112413722,129.075439734744
35,(미상-체육) 중리마을 동네체육시설,간이운동장,양산시,35.3813013385589,129.027341702387
36,(미정-물금) 가촌마을 동네체육시설,간이운동장,양산시,35.3202864917861,128.991801262514
37,(미상-체육) 서북안마을 야외운동시설,간이운동장,양산시,35.3491558428017,129.035155955408
39,(평창)청성골프타운(임대),골프연습장,평창군,37.3773626268,128.385555158
41,(염치읍) 강청리 야외운동기구,간이운동장,아산시,36.8256249203135,126.936447345685
42,(염치읍) 대동리 야외운동기구,간이운동장,아산시,36.8126058220695,127.042163794079
43,(염치읍) 동정리 야외운동기구,간이운동장,아산시,36.8309744196612,126.992376046685
45,(취약시설)아산시민체육관,체육관,아산시,36.7791588628827,126.984900822104
46,(취약시설)창녕군민체육관,체육관,창녕군,35.5197087113,128.506455973
47,(취약시설)서구국민체육센터,체육관,서구,35.1300457434797,126.88098419785
48,(취약시설)일가정양립지원본부 실내수영장,수영장,서구,35.1522186826516,126.842220211165
49,(취약시설)광주광역시서구문화센터,기타시설,서구,35.1308257267828,126.860323375607
53,(이순신종합운동장)보조경기장,축구장,아산시,36.76887516415933,127.02237446156266
54,(이순신종합운동장)복합스포츠센터,체육관,아산시,36.76887516415933,127.02237446156266
55,와~스타디움,육상경기장,안산시,37.3194760178,126.816493894
56,와~스타디움,육상경기장,안산시,37.3194760178,126.816493894
57,와~스타디움보조구장,축구장,안산시,37.3194760178,126.816493894
58,와~스타디움보조구장,축구장,안산시,37.3194760178,126.816493894
59,돌   뫼,간이운동장,성북구,37.605125,127.052763
60,동   방,간이운동장,성북구,37.616625,127.043551
61,동   산,간이운동장,성북구,37.605577,127.03229
62,밤   골,간이운동장,성북구,37.607571,127.039928
63,삼   선,간이운동장,성북구,37.582602,127.008989
64,샛   별,간이운동장,성북구,37.614111,127.06414
65,종   암,간이운동장,성북구,37.600157,127.037177
66,햇   살,간이운동장,성북구,37.60591,127.048607
67,향   기,간이운동장,성북구,37.610056,127.044668
68,구 보건소 테니스장,테니스장,영월군,37.18589063283667,128.46131687365292
69,구 동익산역 광장,간이운동장,익산시,35.93101,126.946101
70,구 금호동사무소,간이운동장,속초시,38.2056175813272,128.5901663780291
71,구 공무원교육원 체육시설,간이운동장,수영구,35.15287128,129.1043658849
72,"구, 동성초등학교 동네체육시설",간이운동장,사천시,35.0876568676,128.086391019
73,"구,삼호교옆 체육시설",간이운동장,중구,35.554594,129.275085
75,구.동성초등학교,간이운동장,사천시,35.0876568676,128.086391019
76,양(국)궁장(용수교 둔치),국궁장,화성시,37.1686823014,126.994645028
78,양(국)궁장(화산정),국궁장,화성시,37.2195971802,127.021411742
79,양(국)궁장(화성정),국궁장,화성시,37.1387348573,126.928449953
80,구)직동 초등학교 체육시설,간이운동장,고령군,35.7228738958,128.3082140282
81,구)수남초교 체육시설,간이운동장,동구,35.1269799608,129.0511498447
82,구)국정원부지 임시체육시설,간이운동장,청주시 서원구,36.6349969858786,127.46961712995
83,구)개신배수지소공원 동네체육시설,간이운동장,청주시,36.62829867091322,127.46682951441409
84,가동,간이운동장,기장군,35.3327721309,129.1827805406
85,갓안,간이운동장,기장군,35.267687597706,129.161396721137
86,강정,간이운동장,김제시,35.7839648873,126.9226979335
87,개천,간이운동장,기장군,35.3535356813218,129.278180622645
88,고무,간이운동장,기장군,35.3485775230861,129.26374100748
89,고암,간이운동장,성북구,37.599942,127.031753
90,고촌,간이운동장,기장군,35.2416050635267,129.170966540087
91,공수,간이운동장,기장군,35.1843241219,129.2129733371
92,공원,간이운동장,함평군,35.066141,126.519969
95,공터,간이운동장,함평군,35.181979,126.542147
96,공터,간이운동장,함평군,35.135601,126.622406
101,공터,간이운동장,봉화군,36.89313509595259,128.7323866818774
102,공터,간이운동장,함평군,35.103057,126.509105
103,공터,간이운동장,함평군,35.063719,126.516048
105,공터,간이운동장,함평군,35.111323,126.609596
110,공터,간이운동장,함평군,35.042516,126.513155
112,공터,간이운동장,봉화군,36.92612621319351,128.88925434834576
113,광산,간이운동장,기장군,35.3098060359,129.2271517088
114,구기,간이운동장,기장군,35.3336220889,129.26622638
115,구칠,간이운동장,기장군,35.2617244571,129.1771680305
116,길두,간이운동장,고흥군,34.567909,127.34429
117,깨재,간이운동장,북구,35.156115,126.945629
118,꽃내,간이운동장,용인시 기흥구,37.276698,127.160236
120,남포,간이운동장,김제시,35.8093789883,126.7890822082
121,내덕,간이운동장,기장군,35.3379008239,129.2262687506
122,내동,간이운동장,기장군,35.2158619785636,129.195521800945
123,농원,간이운동장,김제시,35.853752476,126.9630686945
124,농원,간이운동장,김제시,35.8507739902,126.9740294954
125,누리,간이운동장,용인시 기흥구,37.283181,127.153027
126,대곡,간이운동장,기장군,35.2660843345932,129.150831376958
127,대룡,간이운동장,기장군,35.374328839,129.271276686
128,대리,간이운동장,기장군,35.2915865333437,129.206291244237
129,대명,간이운동장,기장군,35.377341109,129.2628806282
130,도동,간이운동장,동구,35.9094617365,128.64871476
131,도야,간이운동장,기장군,35.3754193086,129.2609918194
132,도화,간이운동장,고흥군,34.513032,127.319932
133,동백,간이운동장,기장군,35.2869279942,129.2578901648
134,동서,간이운동장,기장군,35.2536112068,129.2085544182
135,동서,간이운동장,기장군,35.25896682539099,129.19869782586943
136,동암,간이운동장,기장군,35.196397097518,129.225185920242
137,두호,간이운동장,기장군,35.2438811222,129.2442835508
138,마루,간이운동장,용인시 기흥구,37.277037,127.156143
139,마현,간이운동장,김제시,35.8901379775,126.9191791543
140,매화,간이운동장,성북구,37.600657,127.017298
141,무양,간이운동장,기장군,35.2280780902,129.2256090565
142,문동,간이운동장,기장군,35.3069496908377,129.259054617899
143,문중,간이운동장,기장군,35.3034185425289,129.257911274155
144,반룡,간이운동장,기장군,35.3411942156,129.2597207444
145,백길,간이운동장,기장군,35.2842284209,129.1578042348
146,백길,간이운동장,기장군,35.2821794778003,129.15556896993
147,버들,간이운동장,용인시 기흥구,37.240172,127.110717
148,봉덕,간이운동장,고흥군,34.550298,127.352421
149,봉림,간이운동장,고흥군,34.566578,127.302331
150,봉촌,간이운동장,고흥군,34.679819,127.354792
151,산막,간이운동장,기장군,35.3325364944,129.1708497545
153,삼성,간이운동장,기장군,35.2656608489,129.2313393224
154,상갈,간이운동장,용인시 기흥구,37.267632,127.105819
155,서암,간이운동장,기장군,35.2169390646,129.2260646662
156,서편,간이운동장,기장군,35.3259578911,129.2023494541
157,서편,간이운동장,기장군,35.3259562202681,129.202312574206
158,석길,간이운동장,기장군,35.3077000299,129.157046885
159,석산,간이운동장,기장군,35.2133087014,129.2097764198
160,소산,간이운동장,기장군,35.3015676176,129.1695998147
161,솔숲,간이운동장,성북구,37.604874,127.014937
162,시장,간이운동장,기장군,35.3094865867,129.2426739799
163,시정,간이운동장,함평군,35.074717,126.587217
164,시정,간이운동장,함평군,35.018086,126.514728
165,시정,간이운동장,함평군,35.114372,126.465256
166,시정,간이운동장,함평군,35.004011,126.578568
167,시정,간이운동장,함평군,35.140321,126.419215
168,시정,간이운동장,함평군,35.180107,126.598981
169,시정,간이운동장,함평군,35.022766,126.524233
170,신리,간이운동장,기장군,35.2587484005923,129.178839294746
171,신암,간이운동장,기장군,35.219140617531,129.227586251869
172,신천,간이운동장,기장군,35.2413310530308,129.225789148649
173,아띠,간이운동장,용인시 기흥구,37.263696,127.160411
174,앞산,간이운동장,달서구,35.8244184548,128.562482873
175,양경,간이운동장,기장군,35.183386107425,129.209190776756
176,양수,간이운동장,기장군,35.3356300695,129.1599357168
177,예림,간이운동장,기장군,35.3193188075,129.226528688
178,예림,간이운동장,기장군,35.3101133689,129.2100151247
179,오신,간이운동장,기장군,35.2008833987,129.1999147244
180,온정,간이운동장,기장군,35.289568476,129.2564292681
181,용소,간이운동장,기장군,35.3428994106015,129.247336042537
182,월내,간이운동장,기장군,35.3258467714,129.2760412936
183,월전,간이운동장,기장군,35.2385414519655,129.242715441917
184,이곡,간이운동장,기장군,35.2798695565,129.1879484843
185,이동,간이운동장,기장군,35.2724503118,129.2434893903
186,이천,간이운동장,기장군,35.264537184325,129.240072938501
187,임곡,간이운동장,기장군,35.3536109549,129.1340778902
188,임기,간이운동장,기장군,35.3185288911866,129.11720102768
189,임랑,간이운동장,기장군,35.3209765438,129.266489002
190,입석,간이운동장,기장군,35.3133353547652,129.12091501622
191,자봉,간이운동장,용인시 기흥구,37.243289,127.1116
192,좌동,간이운동장,기장군,35.319421968325,129.243321335371
194,청광,간이운동장,기장군,35.2953421431,129.2337543879
195,칠암,간이운동장,기장군,35.297154628139474,129.2601571572347
196,탑실,간이운동장,용인시 기흥구,37.245118,127.121206
197,판곡,간이운동장,기장군,35.3770818825,129.2690126074
198,하리,간이운동장,기장군,35.3147110228062,129.235757510011
199,학리,간이운동장,기장군,35.2568637632943,129.244398546851
200,한울,간이운동장,성북구,37.605388,127.013692
201,화랑,간이운동장,성북구,37.607178,127.054859
202,화전,간이운동장,기장군,35.2823699125206,129.230074697222
203,횡계,간이운동장,기장군,35.2753848329368,129.223787916909
204,"광영~옥곡간 둘레길,체육시설",간이운동장,광양시,34.9674672028,127.711326913
205,성남~장호원도로 교각하부 체육시설(장지동),간이운동장,광주시,37.392387075,127.2469005304
206,성남~장호원도로 교각하부 체육시설(중대동),간이운동장,광주시,37.3953290267,127.2284616227
207,성남~장호원도로 교각하부 체육시설(대쌍령리),간이운동장,광주시,37.3833215078,127.2843807811
208,시청~예비군훈련장 산책로,간이운동장,동두천시,37.9038853909,127.0634063866
209,경천  실외 게이트볼장,간이운동장,완주군,36.02149966273306,127.25365184799774
210,남문 내,간이운동장,강화군,37.7458474531,126.486342646
211,동문 뒤,간이운동장,강화군,37.7495582093,126.4893851495
212,시청 뒤,간이운동장,속초시,38.20679294327441,128.5911783313112
213,정자 옆,간이운동장,봉화군,36.890773474476255,128.7662310173993
214,향교 앞 소공원,간이운동장,중구,35.8600655018,128.596662661
215,철도 옆 도로변 야외운동기구,간이운동장,옥천군,36.3036089295,127.5631033682
217,"영광 구,서초등학교 야외운동기구",간이운동장,영광군,35.3004269494,126.5193769966
218,교리 회관,간이운동장,경산시,35.9275847637165,128.815159628166
219,덕연 쉼터,간이운동장,영천시,36.051936,128.988089
220,명리 쉼터,간이운동장,안동시,36.5915439932649,128.64764152051373
221,북문 입구,간이운동장,강화군,37.7534787617,126.481038355
222,산수 공원,간이운동장,유성구,36.400154,127.395843
223,아현 녹지,간이운동장,마포구,37.5569760162,126.962905543
224,오길 쉼터,간이운동장,영천시,35.8629854487078,128.927216283408
225,욧골 공원,간이운동장,유성구,36.362891,127.348987
226,원리 쉼터,간이운동장,경산시,35.7368775387534,128.744356127733
227,원리 회관,간이운동장,경산시,35.7388626540567,128.735960159392
228,장터 공원,간이운동장,유성구,36.358921,127.335563
229,진터 공원,간이운동장,유성구,36.351638,127.335768
230,한샘 공원,간이운동장,창원시 성산구,35.207357,128.698548
231,해동 쉼터,간이운동장,함안군,35.2762288057459,128.403045352592
232,황강 쉼터,간이운동장,영천시,36.025702,128.993302
233,대구 교회 앞 공터,간이운동장,강진군,34.494989,126.800633
234,명촌 주공 앞 체육시설,간이운동장,북구,35.5557009527,129.3639121561
235,금대 새터 쉼터,간이운동장,영천시,36.045268,129.028421
236,수성 구만 쉼터,간이운동장,영천시,36.058201,129.101968
237,수성 중리 쉼터,간이운동장,영천시,36.057092,129.112749
238,군외 황진 간이 운동기구,간이운동장,완도군,34.3930447759,126.6701642927
239,노화 동천 간이 운동기구,간이운동장,완도군,34.1909835951,126.5702350992
240,노화 등산 간이 운동기구,간이운동장,완도군,34.1989871361,126.5575786472
241,신지 월양 간이 운동기구,간이운동장,완도군,34.3166169693,126.8502053195
242,완도 동망 간이 운동기구,간이운동장,완도군,34.3109355385,126.7604134738
243,유가 한정 동네 체육시설,간이운동장,달성군,35.6472316004,128.4569286204
244,청산 당락 간이 운동기구,간이운동장,완도군,34.1729137663,126.8581041627
245,청산 상동 간이 운동기구,간이운동장,완도군,34.1767816901,126.9053637293
246,청산 읍리 간이 운동기구,간이운동장,완도군,34.1754291492,126.8696494442
247,덕산 파크 골프장,기타시설,산청군,35.2748743508908,127.847418718507
248,봉동 간이 야구장,간이운동장,완주군,35.92318079901472,127.16821957311124
249,봉동 신덕 축구장,간이운동장,완주군,35.92310652447609,127.16326657601252
250,봉동 율소 농구장,간이운동장,완주군,35.95195451224212,127.17958089814186
251,비봉 소농 농구장,간이운동장,완주군,35.995181073984305,127.13990364645824
252,성북 펜싱 체육관,체육관,성북구,37.6015833463558,127.038160129981
253,소양 해월 배구장,간이운동장,완주군,35.86312118673864,127.25108689069674
254,심곡 원심 경로당,간이운동장,경주시,35.9056439002335,129.06008851491
255,운주 장선 농구장,간이운동장,완주군,36.08692162192524,127.28095341873532
256,운주 장선 족구장,간이운동장,완주군,36.08762638513512,127.28017870298763
257,화산 화월 농구장,간이운동장,완주군,36.0302215962402,127.19715003059554
258,화산 화월 족구장,간이운동장,완주군,36.03044748538929,127.1967955475254
259,일죽 방은 풋살장 겸 족구장,기타시설,안성시,37.12621667960466,127.43572374321724
260,남양 푸른 건강뜰 공원 농구장,기타시설,화성시,37.211271956273,126.826989357389
261,남양 푸른 건강뜰 공원 축구장,축구장,화성시,37.2099739302199,126.826452364509
262,남양 푸른 건강뜰 공원 풋살구장,기타시설,화성시,37.211271956273,126.826989357389
263,손불 덕산 다목적 체육관,기타시설,함평군,35.1133699353051,126.466294220053
264,임실 정월 다목적 족구장,간이운동장,임실군,35.5821854015,127.2670565364
265,장안 산단 소공원 농구장,기타시설,화성시,37.1136376288964,126.839093265409
266,장안 산단 소공원 족구장,기타시설,화성시,37.1136376288964,126.839093265409
267,살미 세성 당무산 체육시설,간이운동장,충주시,36.9039835084936,127.960621827546
268,다사 부곡 소공원 동네체육시설,간이운동장,달성군,35.86689742793065,128.44481748242973
270,교동 목화 체육시설,간이운동장,밀양시,35.5106770786967,128.752681989424
271,남산 동네 체육시설,간이운동장,사천시,35.054423,127.959492
272,대저 제방 체육시설,간이운동장,강서구,35.20761444669682,128.98135077731922
273,봉암 실골 체육시설,간이운동장,칠곡군,35.97210985929952,128.54960710357523
274,산동 부절 체육시설,간이운동장,남원시,35.474339,127.470305
275,언하 새미 체육시설,간이운동장,영천시,35.98680311604741,128.9696431858631
276,주도 간이 운동기구,간이운동장,완도군,34.3135960236,126.7546000105
277,화동 강가 체육시설,간이운동장,충주시,36.9936014231457,127.891536212751
278,고산 실외 게이트볼장,간이운동장,완주군,35.97497978506492,127.2003609683461
279,금서 서하 게이트볼장,전천후게이트볼장,산청군,35.4614999335317,127.792581379665
280,단성 호암 게이트볼장,전천후게이트볼장,산청군,35.2869901072342,127.911337741673
281,안중 현화 게이트볼장,전천후게이트볼장,평택시,36.9889608991,126.9059270721
282,오성 죽리 게이트볼장,간이운동장,평택시,37.009476,126.953924
283,오포 실내 배드민턴장,체육관,광주시,37.3812997186,127.1772162021
284,용인 실내 게이트볼장,전천후게이트볼장,용인시 처인구,37.2385467353,127.2124849161
285,장기 마현 게이트볼장,전천후게이트볼장,포항시,35.89685812613122,129.4965790175458
286,포승 도곡 게이트볼장,전천후게이트볼장,평택시,36.99006512731155,126.8476999506209
287,현덕 실내 다목적구장,체육관,평택시,36.9664002584474,126.92185362029214
288,옥포 신당 게이트볼장,간이운동장,달성군,35.7952861171,128.4400840165
289,안천 노지 게이트볼장(괴정),간이운동장,진안군,35.88781083279175,127.5402803489515
290,가창 오리 동네체육시설,간이운동장,달성군,35.78797004992407,128.5933963610707
291,가창 용계 동네체육시설,간이운동장,달성군,35.80110931518547,128.62233106053102
292,감천 포리 동네체육시설,간이운동장,예천군,36.722914,128.526686
293,개포 동송 동네체육시설,간이운동장,예천군,36.599637,128.405596
294,구지 가천 동네체육시설,간이운동장,달성군,35.65855666968004,128.44629402755407
295,구지 고봉 동네체육시설,간이운동장,달성군,35.64974843860881,128.43812758789736
296,구지 오설 동네체육시설,간이운동장,달성군,35.68120694226145,128.3687430685245
297,구지 평촌 동네체육시설,간이운동장,달성군,35.6449558905,128.4495519817
298,군외 달도 간이운동기구,간이운동장,완도군,34.3941138772,126.6388627097
299,군외 당인 간이운동기구,간이운동장,완도군,34.3109789172,126.7549987296
300,군외 백일 간이운동기구,간이운동장,완도군,34.2980836605,126.5891338611
301,군외 삼두 간이운동기구,간이운동장,완도군,34.3470544338,126.6516200299
302,군외 신학 간이운동기구,간이운동장,완도군,34.3758192372,126.6418463393
303,군외 신학 간이운동기구,간이운동장,완도군,34.3791017711,126.6484734446
304,금가 잠병 동네체육시설,간이운동장,충주시,37.0559822533822,127.921636830951
305,금일 사동 간이운동기구,간이운동장,완도군,34.3361124274,127.0722239495
306,남면 연도 동네체육시설,간이운동장,여수시,34.432156609,127.801058321
307,노화 이포 간이운동기구,간이운동장,완도군,34.1882456444,126.57408056
308,논공 남리 동네체육시설,간이운동장,달성군,35.73122777567822,128.43713480140357
309,논공 북리 동네체육시설,간이운동장,달성군,35.729664881460245,128.44947414650005
310,논공 삼리 동네체육시설,간이운동장,달성군,35.7655313281,128.4067163333
311,논공 하리 동네체육시설,간이운동장,달성군,35.7436446596,128.4319635527
312,다사 매곡 동네체육시설,간이운동장,달성군,35.86745574628888,128.45901551163647
313,다사 서재 동네체육시설,간이운동장,달성군,35.870444950260655,128.50019611170748
314,보문 독양 동네체육시설,간이운동장,예천군,36.716827,128.561831
315,본량 신당 동네체육시설,간이운동장,광산구,35.1837764146,126.735065679
316,북산 정상 생활체육시설,간이운동장,진도군,34.4927771436,126.2638903429
317,사묵 마을 야외운동기구,간이운동장,진천군,36.8812486647956,127.45304637433
318,살미 문산 동네체육시설,간이운동장,충주시,36.892052,127.947896
319,서교 걷고 싶은거리쉼터,간이운동장,마포구,37.5536584542,126.922039006
320,송정 중리 야외운동기구,간이운동장,칠곡군,35.95181525875593,128.473278782183
321,약산 득암 간이운동기구,간이운동장,완도군,34.3676622012,126.9135640499
322,옥포 강림 동네체육시설,간이운동장,달성군,35.7845073099,128.4316964186
323,옥포 교항 동네체육시설,간이운동장,달성군,35.7914420097,128.4405101671
324,옥포 기세 동네체육시설,간이운동장,달성군,35.78021914275291,128.4792227063146
325,옥포 본리 동네체육시설,간이운동장,달성군,35.79370875731024,128.45920337235046
326,옥포 신당 동네체육시설,간이운동장,달성군,35.79583654,128.4425805491
327,용궁 금남 동네체육시설,간이운동장,예천군,36.601483,128.270025
328,용문 송림 동네체육시설,간이운동장,예천군,36.689583,128.408406
329,유가 도의 동네체육시설,간이운동장,달성군,35.66412750402569,128.46239879311796
330,유가 쌍계 동네체육시설,간이운동장,달성군,35.701104986,128.4625485087
331,율촌 조화 동네체육시설,간이운동장,여수시,34.8799022582,127.574720158
332,지보 소화 동네체육시설,간이운동장,예천군,36.550949,128.388173
333,창동 쉼터 야외운동기구,간이운동장,문경시,36.64375326058165,128.1954408430078
334,청산 부흥 간이운동기구,간이운동장,완도군,34.181944319,126.8869172687
335,청산 여서 간이운동기구,간이운동장,완도군,33.9859456978,126.9224329079
336,청산 지리 간이운동기구,간이운동장,완도군,34.1980485596,126.8686164886
337,하빈 대평 동네체육시설,간이운동장,달성군,35.9339448673,128.4667064841
338,현풍 성하 동네체육시설,간이운동장,달성군,35.71051892262312,128.4423760674375
339,현풍 지리 동네체육시설,간이운동장,달성군,35.67010571437618,128.42758399688927
340,호명 오천 동네체육시설,간이운동장,예천군,36.592736,128.471141
341,호명 월포 동네체육시설,간이운동장,예천군,36.619735,128.48253
342,화양 이목 동네체육시설,간이운동장,여수시,34.6709216155,127.560756258
343,화원 구라 동네체육시설,간이운동장,달성군,35.809864432,128.5087669409
344,화원 명곡 동네체육시설,간이운동장,달성군,35.79141520836289,128.51869008039745
345,화원 본리 동네체육시설,간이운동장,달성군,35.8043828675,128.5112607122
346,화원 사암 동네체육시설,간이운동장,달성군,35.8083022664,128.5088745681
347,화원 천내 동네체육시설,간이운동장,달성군,35.8023096511,128.493132552
348,구지 예현 동네체육시설,간이운동장,달성군,35.636455077292354,128.43969705301737
349,옥포 김흥 동네체육시설,간이운동장,달성군,35.75351210491257,128.48987208395258
350,논공 금포 동네체육시설(족구장),간이운동장,달성군,35.76860080182973,128.4260692971084
351,안내 월외 야외게이트볼장,간이운동장,옥천군,36.4274527662,127.6419793145
352,안내 현리 야외게이트볼장,간이운동장,옥천군,36.3900958322,127.6536917359
353,논공 북리 인라인스케이트장,간이운동장,달성군,35.72777486590974,128.44814682015874
354,화원 성산 인라인스케이트장,간이운동장,달성군,35.8077352358,128.4866892775
355,본량 왕동(용진산),간이운동장,광산구,35.198737,126.724467
356,강하 탁구장,체육관,양평군,37.4956583983005,127.41537568366
360,고산 농구장,간이운동장,완주군,35.9758807021345,127.20055173343653
361,고산 풋살장,간이운동장,완주군,35.9760871855,127.1988669448
362,공설 씨름장,씨름장,산청군,35.4213799578233,127.871048805732
363,공설 풋살장,기타시설,산청군,35.4213799578233,127.871048805732
364,광덕 농구장,간이운동장,화순군,35.0564830018,126.9916909102
365,광천 약수터,간이운동장,군포시,37.361448,126.917574
366,교동 족구장,간이운동장,삼척시,37.456952,129.170357
367,군북 족구장,기타시설,함안군,35.2662075188242,128.348587032891
368,단성 족구장,기타시설,산청군,35.297594217288,127.960313098719
369,단성 탁구장,기타시설,산청군,35.297594217288,127.960313098719
370,단성 풋살장,축구장,산청군,35.2981375198947,127.960585348329
371,단성 풋살장,기타시설,산청군,35.2981375198947,127.960585348329
372,달월 풋살장,기타시설,시흥시,37.38165213910088,126.76450258783304
373,대리 농구장,간이운동장,화순군,35.048542611,126.9652937269
374,대산 족구장,기타시설,함안군,35.3557242770893,128.432565394951
375,덕흥 야구장,간이운동장,서구,35.175825,126.840009
376,도화 경로당,간이운동장,함안군,35.300424,128.404371
377,만연 농구장,간이운동장,화순군,35.0602118933832,126.993031009593
378,백사 소공원,간이운동장,강진군,34.501051,126.792539
380,백운 족구장,간이운동장,진안군,35.6890949926,127.3968160798
381,범어 궁도장,국궁장,수성구,35.848708696393,128.628752452461
382,법수 족구장,기타시설,함안군,35.3300242168738,128.371935129057
383,복성 건지터,간이운동장,칠곡군,36.04134403292207,128.34265783310445
384,부산 등산로,간이운동장,부여군,36.27464,126.861714
385,삼계 풋살장,기타시설,장성군,35.25212915169186,126.67244434909107
386,삼천 농구장,간이운동장,화순군,35.0579821846,126.9845040317
387,상동 녹지대,간이운동장,목포시,34.809337,126.417617
388,상리 저수지,간이운동장,봉화군,36.8327040347,128.9499212699
389,새터 배수장,간이운동장,밀양시,35.491834525571,128.762027782035
390,생초 풋살장,기타시설,산청군,36.49787652957536,127.2654340155254
391,서두 배구장,간이운동장,완주군,35.9419812157,127.1487314883
392,서탄 족구장,기타시설,평택시,37.1043670246,127.0447205071
393,선장 축구장,축구장,아산시,36.77808763194877,126.86989986547492
394,성수 야구장,간이운동장,진안군,35.72255718246044,127.30260423039256
395,수리 약수터,간이운동장,군포시,37.373248,126.926875
396,신도 경로당,간이운동장,신안군,34.5985720948,125.975549816
397,신등 풋살장,기타시설,산청군,35.38709598847,128.012183386746
398,쌍봉 농구장,간이운동장,화순군,34.8701597804,127.039500334
399,안기 소공원,간이운동장,안동시,36.5710130244703,128.717105358788
400,안영 경로당,간이운동장,중구,36.2847194839,127.3748897914
401,안천 소공원,간이운동장,진안군,35.89726344559759,127.55050387964728
402,양서 탁구장,체육관,양평군,37.5453928265877,127.331425957086
403,양양 야구장,간이운동장,양양군,38.079226,128.630155
404,양평 탁구장,체육관,양평군,37.4836341488446,127.497306968292
405,역북 소공원,간이운동장,용인시 처인구,37.2379242505,127.1929280306
406,영월 금호정,국궁장,영월군,37.1995797372,128.4733759304
407,오부 풋살장,기타시설,산청군,35.4699916361154,127.876524679632
408,옥계 약수터,간이운동장,중구,36.293743404389616,127.45644352367574
409,옥도 경로당,간이운동장,신안군,34.6784492824,126.070459414
410,옥동 미륵당,간이운동장,안동시,36.55315885806318,128.69145370699184
411,옥동 하이마,간이운동장,안동시,36.558233592,128.6892859149
412,옥천 약수터,간이운동장,군포시,37.349797,126.931458
413,옥천 풋살장,기타시설,옥천군,36.30672948434389,127.57759839768286
414,완창 배구장,간이운동장,완주군,36.10101612,127.266993421
415,원리 농구장,간이운동장,구미시,36.247397,128.207144
416,은계 풋살장,기타시설,시흥시,37.44043461127281,126.79973712770489
417,일림 야구장,야구장,수원시 장안구,37.3125253622,127.0006948985
418,일심 농구장,간이운동장,화순군,35.0564182415,126.9940499071
419,장명 경로당,간이운동장,함안군,35.3029,128.377778
420,장포 농구장,간이운동장,완주군,35.9161469284,127.1277168118
421,저동 정자터,간이운동장,강릉시,37.801066,128.901451
422,전광 경로당,간이운동장,신안군,34.6079213284,126.031161562
423,정읍 체육관,체육관,정읍시,35.56955693226257,126.84422038910346
424,종남 경로당,간이운동장,신안군,34.6248368856,126.029119984
425,주천 풋살장,간이운동장,영월군,37.267994,128.270831
426,중대 풋살장,간이운동장,광주시,37.3961019973,127.2312963308
427,직동 족구장,간이운동장,광주시,37.4002940623,127.1883515761
428,진건 풋살장,간이운동장,남양주시,37.65467024525678,127.17772334945997
429,차황 족구장,기타시설,산청군,35.4642313161921,127.927205178279
430,창촌 족구장,간이운동장,진안군,35.8411630957,127.574369532
432,천안 승마장,승마장,천안시 동남구,36.7765107760346,127.226764346474
433,청기 족구장,간이운동장,영양군,36.6605877088,129.0633668163
434,충주 요트장,요트장,충주시,36.9627881282685,128.049469514964
435,칠서 족구장,기타시설,함안군,35.3725542247932,128.476571793998
436,칠원 족구장,기타시설,함안군,35.2820255441356,128.50887065717
437,탄금 궁도장,국궁장,충주시,36.9882521239,127.8982910394
439,포동 족구장,기타시설,시흥시,37.40498587852931,126.78385184663544
