CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,Latitude,Longitude
광주광산구FCLAVIDA,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구FCUC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구FC매니아,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구FC미래,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구FC석봉,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구FC신가,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구FORESTU15,광주광역시,광주광역시      ,축구,체육동호인조직,16세이하부,혼성,35.1594647,126.8515034
광주광산구MSG,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구NEWHANAMFC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구RGFC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구WFC,광주광역시,광주광역시      ,축구,체육동호인조직,13세이하부,혼성,35.1594647,126.8515034
광주광산구각화FC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구건국FC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구광산560축구단,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구광산FC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구광산구하남어등축구클럽,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구광산남부FCU15,광주광역시,광주광역시      ,축구,체육동호인조직,16세이하부,혼성,35.1594647,126.8515034
광주광산구광산남부백호,광주광역시,광주광역시      ,축구,체육동호인조직,16세이하부,혼성,35.1594647,126.8515034
광주광산구광송FC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구광주광산소방FC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구광주첨단모닝FC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구도산FC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
광주광산구동축FC,광주광역시,광주광역시      ,축구,체육동호인조직,실업(일반),혼성,35.1594647,126.8515034
